"Pr.SPAM","Pr.HAM","Class","Type"
1.72265859331703e-219,3.95438295570271e-170,FALSE,"EASYHAM"
1.18973021902583e-45,9.62476375128374e-41,FALSE,"EASYHAM"
1.1206574856834e-158,1.19101624527689e-129,FALSE,"EASYHAM"
3.45724180695843e-99,2.9223432947157e-80,FALSE,"EASYHAM"
1.94732295359699e-73,1.06780791168626e-61,FALSE,"EASYHAM"
2.93412928146841e-142,6.33179021006154e-116,FALSE,"EASYHAM"
1.55455763152886e-101,1.69683456848153e-90,FALSE,"EASYHAM"
9.90589609779648e-143,9.92674811588487e-104,FALSE,"EASYHAM"
1.81524198484006e-61,5.55176623238692e-57,FALSE,"EASYHAM"
6.33179759972066e-148,6.3529846264756e-123,FALSE,"EASYHAM"
3.51533045730327e-193,5.20349254486861e-162,FALSE,"EASYHAM"
2.62455543227461e-181,6.28796513178623e-137,FALSE,"EASYHAM"
1.53077173961545e-208,5.13425626177468e-176,FALSE,"EASYHAM"
9.53496071551223e-55,2.42358178691694e-49,FALSE,"EASYHAM"
0,5.72936235240735e-270,FALSE,"EASYHAM"
1.86251941151046e-276,9.31940341998884e-219,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
4.069012554408e-194,9.19597829637759e-138,FALSE,"EASYHAM"
4.85113739045858e-247,2.09374471332014e-184,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
2.90795858563062e-112,2.45387816020902e-76,FALSE,"EASYHAM"
1.27757680728966e-44,1.96814827732352e-35,FALSE,"EASYHAM"
1.90259411763971e-164,4.7041151835314e-126,FALSE,"EASYHAM"
4.3870270131358e-199,3.6653606441383e-135,FALSE,"EASYHAM"
1.83536603282275e-98,2.19944555527177e-72,FALSE,"EASYHAM"
2.07456152299428e-123,8.24384216218319e-104,FALSE,"EASYHAM"
3.28184403452802e-279,1.86884725584957e-191,FALSE,"EASYHAM"
3.38441384200181e-67,1.92254601602461e-55,FALSE,"EASYHAM"
1.04157497529715e-203,3.73990803889835e-130,FALSE,"EASYHAM"
2.92853902640514e-171,1.50596169986414e-115,FALSE,"EASYHAM"
1.0019699940242e-158,1.12831723226339e-120,FALSE,"EASYHAM"
1.20136032471049e-105,3.29658261516493e-93,FALSE,"EASYHAM"
2.05127926457683e-107,7.79407771774302e-76,FALSE,"EASYHAM"
1.14447134039505e-160,1.42477637368941e-119,FALSE,"EASYHAM"
8.46279765375352e-141,1.47048368286837e-117,FALSE,"EASYHAM"
4.50416688786834e-220,5.06046650898527e-156,FALSE,"EASYHAM"
8.4865705288139e-299,1.67541377964529e-227,FALSE,"EASYHAM"
4.7085883477448e-229,1.04739123668337e-171,FALSE,"EASYHAM"
3.63625383780929e-239,6.66709575091952e-171,FALSE,"EASYHAM"
5.23995595813504e-182,6.45760322421592e-134,FALSE,"EASYHAM"
1.47667833335918e-184,3.84097971970156e-137,FALSE,"EASYHAM"
5.73584723750841e-75,3.6840400801243e-72,FALSE,"EASYHAM"
2.42836020671208e-236,2.47148362731342e-191,FALSE,"EASYHAM"
1.32985473029053e-290,3.44154369147447e-224,FALSE,"EASYHAM"
2.67901235794642e-138,1.54821539330035e-96,FALSE,"EASYHAM"
1.04163804904399e-127,1.27091963218448e-105,FALSE,"EASYHAM"
5.76560159774966e-152,4.48753992162114e-123,FALSE,"EASYHAM"
6.19406450585733e-176,5.15065263037665e-148,FALSE,"EASYHAM"
6.55678987345602e-129,2.4263922395203e-104,FALSE,"EASYHAM"
1.92245852989983e-136,1.991552745476e-108,FALSE,"EASYHAM"
6.87640142512794e-154,8.42279654980629e-105,FALSE,"EASYHAM"
1.37743176109494e-208,2.10728421121264e-131,FALSE,"EASYHAM"
9.80254783499565e-78,4.59479897049187e-71,FALSE,"EASYHAM"
3.78199820496995e-70,5.83359377567126e-62,FALSE,"EASYHAM"
1.26387380122346e-36,2.20782989757222e-31,FALSE,"EASYHAM"
7.89634841211179e-229,1.37908910088869e-167,FALSE,"EASYHAM"
7.604871034428e-232,3.8521589355457e-193,FALSE,"EASYHAM"
1.76413322970254e-79,3.05851916038891e-63,FALSE,"EASYHAM"
3.91791022822521e-33,3.2149151994576e-36,TRUE,"EASYHAM"
4.97829961879737e-52,1.03585118547968e-42,FALSE,"EASYHAM"
1.46955134984486e-217,3.30826802981987e-177,FALSE,"EASYHAM"
5.83179851464749e-231,1.32883569539111e-185,FALSE,"EASYHAM"
2.12383318783215e-110,7.59209004472399e-95,FALSE,"EASYHAM"
3.00639807394477e-170,4.02413355987727e-143,FALSE,"EASYHAM"
2.50760332499823e-268,1.63002402970411e-229,FALSE,"EASYHAM"
1.07914595045106e-180,9.27787286783014e-152,FALSE,"EASYHAM"
3.03411784237261e-70,4.14219538383367e-64,FALSE,"EASYHAM"
1.31561534791462e-310,2.80583353675099e-231,FALSE,"EASYHAM"
2.55967299948712e-125,6.59440218838185e-95,FALSE,"EASYHAM"
1.47941479153734e-282,3.89127165300106e-228,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
2.7821146760448e-60,1.53989683679551e-61,TRUE,"EASYHAM"
2.7821146760448e-60,1.53989683679551e-61,TRUE,"EASYHAM"
5.1347894140318e-68,5.57480516356419e-66,FALSE,"EASYHAM"
1.26335355389441e-149,9.67487295425824e-117,FALSE,"EASYHAM"
2.7821146760448e-62,1.23191746943641e-64,TRUE,"EASYHAM"
2.35994804625114e-57,1.60284871220394e-59,TRUE,"EASYHAM"
4.40685077091786e-149,4.1611786454832e-125,FALSE,"EASYHAM"
1.27131746926446e-252,8.68819482811941e-209,FALSE,"EASYHAM"
1.7835572715008e-310,6.6018135638572e-248,FALSE,"EASYHAM"
0,3.19970629478083e-268,FALSE,"EASYHAM"
0,7.67664760338781e-297,FALSE,"EASYHAM"
1.5161449412445e-77,1.74039173340384e-58,FALSE,"EASYHAM"
2.66428694629568e-88,3.58021123764679e-84,FALSE,"EASYHAM"
9.40471015892513e-272,7.78296757800824e-228,FALSE,"EASYHAM"
9.9388777867233e-91,2.21599405832934e-77,FALSE,"EASYHAM"
1.0487407554119e-142,1.49182483687025e-118,FALSE,"EASYHAM"
5.64830208324786e-134,1.32868709534743e-124,FALSE,"EASYHAM"
3.55337890703624e-121,3.8376352816487e-97,FALSE,"EASYHAM"
2.77301434671742e-204,8.83046457984184e-147,FALSE,"EASYHAM"
2.34048759916373e-84,3.61788338305924e-63,FALSE,"EASYHAM"
4.92676459299726e-142,1.03374319500109e-98,FALSE,"EASYHAM"
5.66418316112414e-120,6.62138017990543e-104,FALSE,"EASYHAM"
1.41515550522439e-62,1.69320968458508e-51,FALSE,"EASYHAM"
1.74735587008439e-178,2.40304461934669e-159,FALSE,"EASYHAM"
3.80280977647978e-112,7.11379054710194e-143,TRUE,"EASYHAM"
2.16529086434318e-104,5.80658127070441e-82,FALSE,"EASYHAM"
7.52048611859856e-180,6.10391759814288e-153,FALSE,"EASYHAM"
1.83614180193111e-201,2.80985071639415e-167,FALSE,"EASYHAM"
2.11362918177239e-127,3.39763600935422e-92,FALSE,"EASYHAM"
1.74345018905399e-172,6.39082732329332e-120,FALSE,"EASYHAM"
5.96476302214987e-129,2.55536355849119e-84,FALSE,"EASYHAM"
4.42352118107233e-163,8.89238699170222e-149,FALSE,"EASYHAM"
7.98983390069588e-171,1.53676830848118e-143,FALSE,"EASYHAM"
4.36456164495392e-217,4.83179470626283e-189,FALSE,"EASYHAM"
1.69580510324612e-118,1.13204916754438e-93,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
2.87770840463341e-161,2.26932111772083e-119,FALSE,"EASYHAM"
1.59898408163454e-204,4.30224275651945e-153,FALSE,"EASYHAM"
3.24923022877182e-200,3.84056128782513e-142,FALSE,"EASYHAM"
1.66977239863228e-173,2.34522340568478e-116,FALSE,"EASYHAM"
2.32133828857344e-121,1.75914796530729e-85,FALSE,"EASYHAM"
1.3556532522826e-80,1.03463074228014e-47,FALSE,"EASYHAM"
2.28383642368947e-133,6.41283842447118e-98,FALSE,"EASYHAM"
2.02805472757669e-193,7.08515968691046e-127,FALSE,"EASYHAM"
3.48423266212017e-113,1.57299212141027e-80,FALSE,"EASYHAM"
6.36031562287249e-114,1.67928710121907e-93,FALSE,"EASYHAM"
8.09090239443566e-116,5.46612013475113e-88,FALSE,"EASYHAM"
2.36229430113635e-197,1.15162261560811e-157,FALSE,"EASYHAM"
1.44413121940064e-230,1.21086665802849e-173,FALSE,"EASYHAM"
7.44082445796287e-241,1.20019947120168e-171,FALSE,"EASYHAM"
8.10714600003014e-199,7.75870760526143e-132,FALSE,"EASYHAM"
4.34772981330376e-142,6.86595807345001e-104,FALSE,"EASYHAM"
1.23476947447026e-228,1.86125208954318e-169,FALSE,"EASYHAM"
1.26327190353993e-244,1.87642087065353e-171,FALSE,"EASYHAM"
4.51269121632918e-297,7.21631101276818e-222,FALSE,"EASYHAM"
1.46381888632736e-186,3.08852785167118e-136,FALSE,"EASYHAM"
3.64524877325815e-252,2.32004744443714e-193,FALSE,"EASYHAM"
0,9.98867199154185e-292,FALSE,"EASYHAM"
5.62849813149266e-226,2.01640446888843e-174,FALSE,"EASYHAM"
7.16564750693155e-288,1.88235195976033e-221,FALSE,"EASYHAM"
3.0095680687349e-93,1.12947033565243e-65,FALSE,"EASYHAM"
3.16855708113875e-137,2.53275395374107e-112,FALSE,"EASYHAM"
2.1898299093407e-112,3.98443967465342e-70,FALSE,"EASYHAM"
2.03752452177192e-59,5.62912181373706e-45,FALSE,"EASYHAM"
2.58108743794477e-174,5.46316464948896e-136,FALSE,"EASYHAM"
6.37636055827465e-221,1.30455631982803e-141,FALSE,"EASYHAM"
8.23882424202304e-223,2.53745858575211e-164,FALSE,"EASYHAM"
3.73691297443848e-273,2.61762802333678e-207,FALSE,"EASYHAM"
1.04621779335508e-276,3.96001285082165e-194,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
7.20295252559654e-94,8.39037207024051e-73,FALSE,"EASYHAM"
0,3.31922965847796e-253,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
4.22323761444109e-260,3.19467408417825e-170,FALSE,"EASYHAM"
2.09262895145422e-202,1.81502815614324e-148,FALSE,"EASYHAM"
3.11975657135304e-150,1.87146167496274e-88,FALSE,"EASYHAM"
2.62831570696279e-74,5.78218672910154e-57,FALSE,"EASYHAM"
2.7771640542047e-193,6.09020865852304e-136,FALSE,"EASYHAM"
3.46496230216446e-285,1.31064644758608e-287,TRUE,"EASYHAM"
1.60243197627683e-159,1.13055242028568e-99,FALSE,"EASYHAM"
4.12542628086539e-279,9.96074522360951e-293,TRUE,"EASYHAM"
1.96841916482912e-155,1.27468976116097e-108,FALSE,"EASYHAM"
1.45157295496359e-68,7.61134094962442e-51,FALSE,"EASYHAM"
1.43141083934348e-107,5.45355399209171e-129,TRUE,"EASYHAM"
1.22924512224118e-148,4.26970324729376e-99,FALSE,"EASYHAM"
6.49571669687562e-185,1.77709118983748e-195,TRUE,"EASYHAM"
4.29011757829852e-111,2.59959036258068e-98,FALSE,"EASYHAM"
5.10720994066015e-119,2.81737934197261e-85,FALSE,"EASYHAM"
2.2334428338264e-138,4.57558223898987e-99,FALSE,"EASYHAM"
3.34666780891973e-49,3.3446822684568e-38,FALSE,"EASYHAM"
1.07185181149327e-239,3.55532942883446e-166,FALSE,"EASYHAM"
0,2.38613153313466e-222,FALSE,"EASYHAM"
3.1734775719334e-261,2.30649280084101e-186,FALSE,"EASYHAM"
1.12600061816312e-277,2.45841956221707e-199,FALSE,"EASYHAM"
4.98742767219329e-178,2.7606662402543e-146,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
5.37046470135637e-125,1.39188334532045e-85,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
3.02673517308875e-191,6.40884332764258e-147,FALSE,"EASYHAM"
2.21452080041547e-316,1.43285440828511e-246,FALSE,"EASYHAM"
8.92329464422023e-211,2.06781040378085e-158,FALSE,"EASYHAM"
2.88534337171288e-321,7.86965523637215e-220,FALSE,"EASYHAM"
2.06439653181915e-181,4.91655365524242e-122,FALSE,"EASYHAM"
1.73059348897851e-214,1.71774621574217e-137,FALSE,"EASYHAM"
2.16186483805505e-244,4.25525604702121e-166,FALSE,"EASYHAM"
6.66616932517075e-151,1.24477835775095e-118,FALSE,"EASYHAM"
0,1.0595382091255e-274,FALSE,"EASYHAM"
3.39436390505913e-303,2.28151381599304e-234,FALSE,"EASYHAM"
2.08472589524115e-310,3.48405641431426e-226,FALSE,"EASYHAM"
1.20312748340607e-226,4.07970711944702e-166,FALSE,"EASYHAM"
4.04061935771823e-62,5.79912560912067e-38,FALSE,"EASYHAM"
1.20312748340607e-226,4.07970711944702e-166,FALSE,"EASYHAM"
6.06583730322306e-138,2.29703940661338e-115,FALSE,"EASYHAM"
0,3.94371277561568e-264,FALSE,"EASYHAM"
2.2238605499163e-264,9.08735729465612e-184,FALSE,"EASYHAM"
5.35529371299013e-134,1.20722890047414e-108,FALSE,"EASYHAM"
2.86858815590822e-79,5.46299000897204e-50,FALSE,"EASYHAM"
1.75361565751463e-142,9.70902509236636e-124,FALSE,"EASYHAM"
1.50543036628063e-124,8.91695324542877e-88,FALSE,"EASYHAM"
2.47793107208382e-61,4.92821736854442e-53,FALSE,"EASYHAM"
0,6.15140538955292e-243,FALSE,"EASYHAM"
1.77517616071485e-123,1.95509235050004e-86,FALSE,"EASYHAM"
2.54071672526036e-129,4.29674624844206e-109,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
3.36219303671077e-186,1.22628682031588e-115,FALSE,"EASYHAM"
3.74821544550867e-194,5.44660558934334e-139,FALSE,"EASYHAM"
0,1.04665520689986e-268,FALSE,"EASYHAM"
4.23903559501599e-113,4.44128243401305e-97,FALSE,"EASYHAM"
0,2.94876983929072e-288,FALSE,"EASYHAM"
3.07049093912912e-167,4.45019735545078e-143,FALSE,"EASYHAM"
5.80362118013578e-194,3.72683427880708e-142,FALSE,"EASYHAM"
1.81291390864234e-278,2.83481536667011e-200,FALSE,"EASYHAM"
4.17695364551194e-300,2.22113876779979e-215,FALSE,"EASYHAM"
8.42372716539274e-232,6.8428322252001e-172,FALSE,"EASYHAM"
3.05102288805298e-239,2.84722445849767e-180,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
2.08020063539083e-264,8.15075729783739e-224,FALSE,"EASYHAM"
2.51451702148305e-220,2.39919892132351e-161,FALSE,"EASYHAM"
1.46861123890851e-199,1.2630903332107e-150,FALSE,"EASYHAM"
0,4.3697074064244e-283,FALSE,"EASYHAM"
3.69561732672739e-273,3.76412050005373e-198,FALSE,"EASYHAM"
3.12191184896226e-163,7.48240382944325e-122,FALSE,"EASYHAM"
5.15547223768767e-197,2.05949652351301e-144,FALSE,"EASYHAM"
7.40175751485728e-235,1.0219894228851e-166,FALSE,"EASYHAM"
8.91796145183637e-270,1.51635934103994e-193,FALSE,"EASYHAM"
5.84473263338161e-310,1.07094399422647e-216,FALSE,"EASYHAM"
8.52582362686981e-221,1.79161448379475e-160,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
2.3427928084801e-138,1.39406675877909e-97,FALSE,"EASYHAM"
2.54054302854418e-155,8.46391022146888e-112,FALSE,"EASYHAM"
4.56141513568039e-188,7.32969307900623e-133,FALSE,"EASYHAM"
3.88637483241252e-89,6.30715123506622e-50,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
9.87079394338368e-294,3.5783991915796e-225,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
0,3.68237070913073e-281,FALSE,"EASYHAM"
0,4.0279472803357e-312,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
3.62348961812734e-220,9.1193172944201e-155,FALSE,"EASYHAM"
8.91786605875576e-199,3.21524695824281e-153,FALSE,"EASYHAM"
4.10525658246623e-158,3.69385907311693e-117,FALSE,"EASYHAM"
0,2.22362501252992e-307,FALSE,"EASYHAM"
1.88214059571433e-309,1.71414067271216e-230,FALSE,"EASYHAM"
1.66696967265384e-260,3.44829210534348e-194,FALSE,"EASYHAM"
1.0174510849026e-251,3.9805007335072e-182,FALSE,"EASYHAM"
8.11649959632709e-119,2.28925348004443e-74,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
2.75224188810991e-72,3.1852677895005e-58,FALSE,"EASYHAM"
1.18581169173672e-182,2.13873512328586e-118,FALSE,"EASYHAM"
1.16737082868763e-72,3.62342632452336e-58,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
1.85887713181462e-71,3.92392878809215e-55,FALSE,"EASYHAM"
1.67411057369604e-150,4.54469067822201e-103,FALSE,"EASYHAM"
4.68603025556543e-215,1.7866041523582e-151,FALSE,"EASYHAM"
3.1759663104e-28,1.96270811708465e-17,FALSE,"EASYHAM"
5.28493617120311e-117,2.36294187633973e-63,FALSE,"EASYHAM"
7.9398655488e-19,5.77798639976448e-17,FALSE,"EASYHAM"
2.1417712965021e-205,1.1229730923295e-137,FALSE,"EASYHAM"
9.69271781009433e-153,2.03072181438922e-140,FALSE,"EASYHAM"
7.65587600484899e-94,8.57163837681554e-64,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
1.67411909977862e-314,5.00862239588028e-181,FALSE,"EASYHAM"
0,3.26969266705602e-255,FALSE,"EASYHAM"
1.46786903379434e-320,1.24176166727949e-224,FALSE,"EASYHAM"
1.44058107787956e-173,1.38272550687187e-120,FALSE,"EASYHAM"
2.4051171500581e-166,8.8286005673078e-108,FALSE,"EASYHAM"
5.99069096583376e-114,1.57126282102547e-62,FALSE,"EASYHAM"
0,6.18721379098751e-227,FALSE,"EASYHAM"
0,3.0935710846577e-233,FALSE,"EASYHAM"
3.96329657042607e-293,3.74748318390655e-183,FALSE,"EASYHAM"
0,1.15638115892364e-251,FALSE,"EASYHAM"
0,6.56156715794916e-246,FALSE,"EASYHAM"
1.27787964407033e-241,1.15124349087153e-163,FALSE,"EASYHAM"
0,1.90856645662354e-305,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
3.27990758775491e-57,5.39224909914316e-36,FALSE,"EASYHAM"
6.41378100249564e-104,1.23287628889717e-68,FALSE,"EASYHAM"
1.3483956912182e-212,3.01170199532472e-158,FALSE,"EASYHAM"
1.09404446656231e-253,1.06934869509853e-186,FALSE,"EASYHAM"
1.1464788338834e-262,2.7434506512681e-182,FALSE,"EASYHAM"
7.56656549090365e-115,1.12144154318998e-73,FALSE,"EASYHAM"
1.82444106605926e-257,6.20679085172784e-192,FALSE,"EASYHAM"
7.61972032370899e-117,1.30657324323785e-73,FALSE,"EASYHAM"
1.47458832657778e-319,7.01734923743733e-238,FALSE,"EASYHAM"
1.41166923638667e-229,8.96096168510705e-128,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
2.30579442718556e-70,2.77510680564927e-41,FALSE,"EASYHAM"
0,3.75829211073206e-257,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
6.19797542027477e-77,1.15987909102177e-46,FALSE,"EASYHAM"
3.82639750312907e-78,1.90499750837352e-45,FALSE,"EASYHAM"
4.90940049769086e-168,2.75186733766392e-113,FALSE,"EASYHAM"
7.14113958664923e-137,2.40643558483503e-80,FALSE,"EASYHAM"
2.19293817687528e-165,2.30955086481692e-111,FALSE,"EASYHAM"
7.36714408953573e-133,3.30665593812163e-87,FALSE,"EASYHAM"
0,9.4089318039038e-236,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
3.26931291629164e-211,3.76934351776426e-117,FALSE,"EASYHAM"
0,6.91691904177745e-323,FALSE,"EASYHAM"
9.865028513138e-318,2.78674898595687e-198,FALSE,"EASYHAM"
0,2.40903368357109e-312,FALSE,"EASYHAM"
0,6.69090495156949e-245,FALSE,"EASYHAM"
8.98488058148274e-80,1.12310585319565e-40,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
4.72577448612143e-158,3.1354076760001e-96,FALSE,"EASYHAM"
5.57649194084844e-204,1.38973703705953e-138,FALSE,"EASYHAM"
8.10901658257207e-74,5.12117777578812e-46,FALSE,"EASYHAM"
1.4824027393475e-158,5.25722265049023e-96,FALSE,"EASYHAM"
8.35514161142169e-53,7.8292121208472e-30,FALSE,"EASYHAM"
2.27704321432979e-310,8.5962838662087e-244,FALSE,"EASYHAM"
2.42356543074882e-204,1.02595849626103e-136,FALSE,"EASYHAM"
8.26176299645604e-213,7.89947826152828e-147,FALSE,"EASYHAM"
5.90088503336116e-283,1.65018885699677e-182,FALSE,"EASYHAM"
2.31201254670892e-288,4.26250497620603e-191,FALSE,"EASYHAM"
1.57873948127048e-228,3.1753777932068e-144,FALSE,"EASYHAM"
1.07598695295613e-234,2.09799894312888e-165,FALSE,"EASYHAM"
2.85661919568134e-277,4.65051370819757e-227,FALSE,"EASYHAM"
3.97470622699644e-79,2.25717402795794e-35,FALSE,"EASYHAM"
2.93319163552877e-154,2.09349930602556e-75,FALSE,"EASYHAM"
1.0177345995448e-244,3.64464173198209e-131,FALSE,"EASYHAM"
1.50328720988076e-186,8.30663247060896e-105,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
1.67773816607528e-182,2.48313347940831e-130,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
2.34765803708461e-166,1.83967520708666e-95,FALSE,"EASYHAM"
9.82106047143936e-63,3.74349424038778e-41,FALSE,"EASYHAM"
3.70404288860218e-315,1.4033658040658e-233,FALSE,"EASYHAM"
0,3.64250611723376e-246,FALSE,"EASYHAM"
0,3.64250611723376e-246,FALSE,"EASYHAM"
8.99642117718213e-108,4.16547601764926e-85,FALSE,"EASYHAM"
7.41382867213099e-87,1.16794570269912e-60,FALSE,"EASYHAM"
4.3045081782586e-301,4.36261774900406e-186,FALSE,"EASYHAM"
5.6171483860562e-244,1.97079667427101e-193,FALSE,"EASYHAM"
1.15364714937267e-40,6.39618385119173e-27,FALSE,"EASYHAM"
6.21750427843986e-107,6.80076309275295e-62,FALSE,"EASYHAM"
1.23665950381433e-105,1.61915975603785e-72,FALSE,"EASYHAM"
3.03216172972149e-150,5.33096438742255e-76,FALSE,"EASYHAM"
1.40654684393502e-138,7.77964278652744e-91,FALSE,"EASYHAM"
1.36617397247931e-256,6.85195002888106e-198,FALSE,"EASYHAM"
5.99995363423915e-119,8.26223753895261e-84,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
2.25828345436703e-140,4.51002164666272e-109,FALSE,"EASYHAM"
2.58625440607019e-41,2.77381634248587e-28,FALSE,"EASYHAM"
7.18675909228336e-99,4.48628974031661e-67,FALSE,"EASYHAM"
7.65119123183734e-109,2.20411110368705e-76,FALSE,"EASYHAM"
2.64851016418265e-60,4.18485537541675e-34,FALSE,"EASYHAM"
1.00311737023859e-91,1.65600108543285e-54,FALSE,"EASYHAM"
7.99959107954948e-122,4.06439373442618e-68,FALSE,"EASYHAM"
8.47896916194457e-206,1.82426954015484e-127,FALSE,"EASYHAM"
5.29828370403041e-132,1.6129140096946e-89,FALSE,"EASYHAM"
1.27436545564878e-310,2.18632741310837e-194,FALSE,"EASYHAM"
3.68662502245222e-170,3.41072791644002e-102,FALSE,"EASYHAM"
1.78683676583606e-184,7.49977790598169e-117,FALSE,"EASYHAM"
2.70400693078808e-91,1.45833500722242e-46,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
8.90613046764487e-160,2.74958524368473e-84,FALSE,"EASYHAM"
1.47612820748542e-127,3.78095177478685e-74,FALSE,"EASYHAM"
2.37879240501865e-75,4.83573928504573e-51,FALSE,"EASYHAM"
1.01938701271176e-169,1.4453818535126e-122,FALSE,"EASYHAM"
2.22727749370464e-88,1.53578833520368e-50,FALSE,"EASYHAM"
4.39594266344698e-242,1.37134034137952e-149,FALSE,"EASYHAM"
4.94683707630871e-99,1.04721680028478e-50,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
1.36789227041819e-152,5.88181985550814e-120,FALSE,"EASYHAM"
4.17216979725804e-218,4.24937583493511e-131,FALSE,"EASYHAM"
7.88076554123615e-69,2.89660179460306e-29,FALSE,"EASYHAM"
1.1989454132779e-255,2.47943125200376e-135,FALSE,"EASYHAM"
2.59563660282939e-137,1.78470340956706e-71,FALSE,"EASYHAM"
9.88131291682493e-324,5.96824434095936e-204,FALSE,"EASYHAM"
1.1770519873239e-196,6.46397500543789e-124,FALSE,"EASYHAM"
1.90815551376414e-164,5.50473764136758e-107,FALSE,"EASYHAM"
1.09980945832984e-191,2.56976994949437e-124,FALSE,"EASYHAM"
5.63131776773907e-93,2.37227325941666e-58,FALSE,"EASYHAM"
2.60514114241789e-298,2.42601172885718e-220,FALSE,"EASYHAM"
3.17265361329911e-113,8.61292145459588e-64,FALSE,"EASYHAM"
5.89708614350267e-210,6.09903273870562e-141,FALSE,"EASYHAM"
3.18543218740064e-102,3.84769151296762e-83,FALSE,"EASYHAM"
8.85605983083764e-67,5.33933949116273e-51,FALSE,"EASYHAM"
7.06030694698782e-62,2.75988951386222e-41,FALSE,"EASYHAM"
2.08320586153476e-74,1.4638419877834e-60,FALSE,"EASYHAM"
5.05815695971903e-172,1.59181553772532e-152,FALSE,"EASYHAM"
5.29593373572648e-197,1.86278319552764e-155,FALSE,"EASYHAM"
7.08117332325427e-110,6.17424328521328e-89,FALSE,"EASYHAM"
2.45161338385623e-58,2.40071693096619e-26,FALSE,"EASYHAM"
5.8553811728407e-99,2.81369058501049e-76,FALSE,"EASYHAM"
1.85900650090947e-113,3.15098046853283e-68,FALSE,"EASYHAM"
5.82572427776823e-97,6.85365009299124e-64,FALSE,"EASYHAM"
1.69204655227071e-61,2.99346361192993e-33,FALSE,"EASYHAM"
1.60427163737167e-54,6.62665973103923e-32,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
4.96653369264735e-209,2.88685430701851e-172,FALSE,"EASYHAM"
1.16885357535362e-152,1.79656775205307e-86,FALSE,"EASYHAM"
4.83690910812304e-226,1.05520292934752e-144,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
3.13395840212989e-268,3.5803822023313e-180,FALSE,"EASYHAM"
7.60262562796859e-241,1.3240484252644e-180,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
3.65517795796137e-51,1.125909389593e-34,FALSE,"EASYHAM"
1.09319376192725e-184,1.69330204362152e-102,FALSE,"EASYHAM"
9.17018960767675e-193,1.19577566090624e-138,FALSE,"EASYHAM"
3.58576967883878e-312,6.09136360292836e-265,FALSE,"EASYHAM"
1.07389802572191e-199,4.10917559168674e-148,FALSE,"EASYHAM"
1.24887042580416e-130,6.67957920780454e-90,FALSE,"EASYHAM"
1.37179023529098e-121,1.04503522241755e-71,FALSE,"EASYHAM"
9.12023418026018e-97,1.29232110392776e-74,FALSE,"EASYHAM"
1.3456527116781e-134,1.65622369474912e-97,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
1.22285636965166e-211,5.20167862075516e-132,FALSE,"EASYHAM"
9.08687608532812e-203,1.22411399743017e-137,FALSE,"EASYHAM"
4.22157770451283e-311,3.56870155243736e-254,FALSE,"EASYHAM"
2.51375595770885e-266,4.40535814297744e-202,FALSE,"EASYHAM"
8.60372031947506e-149,1.34713504443553e-92,FALSE,"EASYHAM"
