"","timebyday","year","month","day","hour","season","pm2.5","cbwd","Iws","Is","Ir","DEWP","TEMP","PRES","quality"
"5412","2013-5-17",2013,5,17,14,2,119,"SE",3.58,0,0,12,24,1010,"unhealthy"
"5413","2013-5-17",2013,5,17,15,2,96,"SE",7.6,0,0,13,25,1010,"moderate"
"5414","2013-5-18",2013,5,18,8,2,150,"SE",7.15,0,0,15,20,1008,"unhealthy"
"5415","2013-5-18",2013,5,18,9,2,154,"SE",11.17,0,0,15,21,1008,"unhealthy"
"5416","2013-5-18",2013,5,18,10,2,162,"SE",16.09,0,0,15,22,1008,"unhealthy"
"5417","2013-5-18",2013,5,18,11,2,150,"SE",21.01,0,0,15,23,1007,"unhealthy"
"5418","2013-5-18",2013,5,18,12,2,104,"SE",26.82,0,0,14,24,1006,"unhealthy"
"5419","2013-5-18",2013,5,18,13,2,90,"SE",32.63,0,0,13,23,1006,"moderate"
"5420","2013-5-18",2013,5,18,14,2,73,"SE",37.55,0,0,13,24,1005,"moderate"
"5421","2013-5-18",2013,5,18,15,2,83,"SE",43.36,0,0,13,24,1004,"moderate"
"5422","2013-5-18",2013,5,18,16,2,87,"SE",48.28,0,0,13,24,1004,"moderate"
"5423","2013-5-18",2013,5,18,17,2,86,"SE",53.2,0,0,13,23,1003,"moderate"
"5424","2013-5-18",2013,5,18,18,2,72,"SE",57.22,0,0,13,23,1003,"moderate"
"5425","2013-5-18",2013,5,18,19,2,68,"SE",63.03,0,0,13,22,1003,"moderate"
"5426","2013-5-18",2013,5,18,20,2,54,"SE",67.95,0,0,13,21,1004,"moderate"
"5427","2013-5-18",2013,5,18,21,2,32,"SE",72.87,0,0,14,20,1004,"good"
"5428","2013-5-18",2013,5,18,22,2,29,"SE",77.79,0,0,13,19,1004,"good"
"5429","2013-5-18",2013,5,18,23,2,29,"cv",4.02,0,0,13,18,1005,"good"
"5430","2013-5-19",2013,5,19,0,2,37,"SE",1.79,0,0,13,18,1005,"good"
"5431","2013-5-19",2013,5,19,1,2,46,"SE",4.92,0,0,13,17,1004,"good"
"5432","2013-5-19",2013,5,19,2,2,56,"SE",8.94,0,0,12,17,1002,"moderate"
"5433","2013-5-19",2013,5,19,3,2,58,"SE",12.07,0,0,12,17,1002,"moderate"
"5434","2013-5-19",2013,5,19,4,2,61,"SE",15.2,0,0,13,16,1002,"moderate"
"5435","2013-5-19",2013,5,19,5,2,66,"SE",19.22,0,0,13,16,1001,"moderate"
"5436","2013-5-19",2013,5,19,6,2,67,"SE",23.24,0,0,13,16,1000,"moderate"
"5437","2013-5-19",2013,5,19,7,2,70,"SE",27.26,0,0,14,16,1000,"moderate"
"5438","2013-5-19",2013,5,19,8,2,73,"SE",30.39,0,0,14,17,999,"moderate"
"5439","2013-5-19",2013,5,19,9,2,73,"SE",33.52,0,0,14,18,998,"moderate"
"5440","2013-5-19",2013,5,19,10,2,101,"SE",35.31,0,0,14,18,997,"unhealthy"
"5441","2013-5-19",2013,5,19,11,2,102,"NW",4.92,0,0,13,17,999,"unhealthy"
"5442","2013-5-19",2013,5,19,12,2,101,"cv",1.79,0,0,14,22,998,"unhealthy"
"5443","2013-5-19",2013,5,19,13,2,79,"NW",5.81,0,0,4,26,998,"moderate"
"5444","2013-5-19",2013,5,19,14,2,49,"NW",17.88,0,0,-18,28,998,"good"
"5445","2013-5-19",2013,5,19,15,2,36,"NW",29.06,0,0,-16,27,998,"good"
"5446","2013-5-19",2013,5,19,16,2,44,"NW",42.02,0,0,-16,27,998,"good"
"5447","2013-5-19",2013,5,19,17,2,29,"NW",55.88,0,0,-16,26,998,"good"
"5448","2013-5-19",2013,5,19,18,2,22,"NW",67.06,0,0,-13,25,999,"good"
"5449","2013-5-19",2013,5,19,19,2,57,"NW",78.24,0,0,-10,23,1000,"moderate"
"5450","2013-5-19",2013,5,19,20,2,34,"NW",88.07,0,0,-9,22,1002,"good"
"5451","2013-5-19",2013,5,19,21,2,22,"NW",95.22,0,0,-8,20,1003,"good"
"5452","2013-5-19",2013,5,19,22,2,22,"NW",105.05,0,0,-9,20,1004,"good"
"5453","2013-5-19",2013,5,19,23,2,13,"NE",4.02,0,0,-7,18,1004,"good"
"5454","2013-5-20",2013,5,20,0,2,27,"cv",0.89,0,0,-4,16,1004,"good"
"5455","2013-5-20",2013,5,20,1,2,25,"SE",0.89,0,0,-1,13,1003,"good"
"5456","2013-5-20",2013,5,20,2,2,16,"cv",0.89,0,0,0,12,1003,"good"
"5457","2013-5-20",2013,5,20,3,2,21,"SE",1.79,0,0,-2,13,1003,"good"
"5458","2013-5-20",2013,5,20,4,2,22,"cv",0.89,0,0,0,10,1003,"good"
"5459","2013-5-20",2013,5,20,5,2,20,"SE",1.79,0,0,1,10,1003,"good"
"5460","2013-5-20",2013,5,20,6,2,23,"SE",4.92,0,0,-4,17,1003,"good"
"5461","2013-5-20",2013,5,20,7,2,29,"NW",4.02,0,0,-5,20,1004,"good"
"5462","2013-5-20",2013,5,20,8,2,57,"SE",4.02,0,0,-6,22,1004,"moderate"
"5463","2013-5-20",2013,5,20,9,2,27,"SE",8.94,0,0,-7,24,1003,"good"
"5464","2013-5-20",2013,5,20,10,2,40,"SE",14.75,0,0,-7,25,1003,"good"
"5465","2013-5-20",2013,5,20,11,2,34,"SE",19.67,0,0,-8,26,1002,"good"
"5466","2013-5-20",2013,5,20,12,2,27,"SE",25.48,0,0,-8,27,1001,"good"
"5467","2013-5-20",2013,5,20,13,2,62,"SE",30.4,0,0,-7,28,1000,"moderate"
"5468","2013-5-20",2013,5,20,14,2,74,"SE",37.55,0,0,-4,29,999,"moderate"
"5469","2013-5-20",2013,5,20,15,2,57,"SE",45.6,0,0,-4,29,998,"moderate"
"5470","2013-5-20",2013,5,20,16,2,41,"SE",54.54,0,0,-4,29,997,"good"
"5471","2013-5-20",2013,5,20,17,2,42,"SE",62.59,0,0,-3,27,997,"good"
"5472","2013-5-20",2013,5,20,18,2,41,"SE",67.51,0,0,-1,26,997,"good"
"5473","2013-5-20",2013,5,20,19,2,43,"SE",74.66,0,0,-2,26,997,"good"
"5474","2013-5-20",2013,5,20,20,2,118,"SE",78.68,0,0,0,24,997,"unhealthy"
"5475","2013-5-20",2013,5,20,21,2,107,"SE",82.7,0,0,2,23,997,"unhealthy"
"5476","2013-5-20",2013,5,20,22,2,86,"SE",84.49,0,0,4,21,997,"moderate"
"5477","2013-5-20",2013,5,20,23,2,79,"SE",87.62,0,0,4,21,997,"moderate"
"5478","2013-5-21",2013,5,21,0,2,76,"SE",90.75,0,0,5,19,997,"moderate"
"5479","2013-5-21",2013,5,21,1,2,75,"SE",94.77,0,0,5,20,996,"moderate"
"5480","2013-5-21",2013,5,21,2,2,80,"SE",96.56,0,0,6,19,996,"moderate"
"5481","2013-5-21",2013,5,21,3,2,87,"SE",99.69,0,0,6,18,996,"moderate"
"5482","2013-5-21",2013,5,21,4,2,71,"SE",102.82,0,0,6,18,996,"moderate"
"5483","2013-5-21",2013,5,21,5,2,72,"cv",0.89,0,0,7,17,996,"moderate"
"5484","2013-5-21",2013,5,21,6,2,85,"NE",0.89,0,0,8,15,997,"moderate"
"5485","2013-5-21",2013,5,21,7,2,92,"NE",2.68,0,0,9,19,997,"moderate"
"5486","2013-5-21",2013,5,21,8,2,99,"SE",1.79,0,0,10,21,998,"moderate"
"5487","2013-5-21",2013,5,21,9,2,101,"SE",3.58,0,0,11,23,998,"unhealthy"
"5488","2013-5-21",2013,5,21,10,2,99,"NE",4.02,0,0,9,25,998,"moderate"
"5489","2013-5-21",2013,5,21,11,2,101,"SE",1.79,0,0,7,26,998,"unhealthy"
"5490","2013-5-21",2013,5,21,12,2,105,"SE",3.58,0,0,9,26,998,"unhealthy"
"5491","2013-5-21",2013,5,21,13,2,101,"SE",6.71,0,0,11,27,998,"unhealthy"
"5492","2013-5-21",2013,5,21,14,2,104,"SE",10.73,0,0,12,28,998,"unhealthy"
"5493","2013-5-21",2013,5,21,15,2,105,"SE",13.86,0,0,12,28,998,"unhealthy"
"5494","2013-5-21",2013,5,21,16,2,106,"cv",0.89,0,0,12,28,999,"unhealthy"
"5495","2013-5-21",2013,5,21,17,2,118,"SE",1.79,0,0,11,29,999,"unhealthy"
"5496","2013-5-21",2013,5,21,18,2,109,"SE",3.58,0,0,13,27,1000,"unhealthy"
"5497","2013-5-21",2013,5,21,19,2,124,"SE",4.47,0,0,13,25,1001,"unhealthy"
"5498","2013-5-21",2013,5,21,20,2,144,"SE",6.26,0,0,14,23,1002,"unhealthy"
"5499","2013-5-21",2013,5,21,21,2,153,"SE",10.28,0,0,12,24,1004,"unhealthy"
"5500","2013-5-21",2013,5,21,22,2,129,"SE",13.41,0,0,9,23,1005,"unhealthy"
"5501","2013-5-21",2013,5,21,23,2,112,"SE",15.2,0,0,5,21,1006,"unhealthy"
"5502","2013-5-22",2013,5,22,0,2,65,"cv",0.89,0,0,8,20,1007,"moderate"
"5503","2013-5-22",2013,5,22,1,2,61,"cv",1.78,0,0,10,19,1007,"moderate"
"5504","2013-5-22",2013,5,22,2,2,53,"cv",2.67,0,0,10,18,1007,"moderate"
"5505","2013-5-22",2013,5,22,3,2,61,"cv",3.56,0,0,11,17,1007,"moderate"
"5506","2013-5-22",2013,5,22,4,2,62,"cv",4.45,0,0,10,17,1008,"moderate"
"5507","2013-5-22",2013,5,22,5,2,69,"cv",4.9,0,0,10,16,1009,"moderate"
"5508","2013-5-22",2013,5,22,6,2,77,"NE",0.89,0,0,11,18,1010,"moderate"
"5509","2013-5-22",2013,5,22,7,2,85,"cv",0.45,0,0,11,19,1010,"moderate"
"5510","2013-5-22",2013,5,22,8,2,89,"cv",1.34,0,0,10,23,1010,"moderate"
"5511","2013-5-22",2013,5,22,9,2,98,"SE",1.79,0,0,8,25,1011,"moderate"
"5512","2013-5-22",2013,5,22,10,2,98,"SE",3.58,0,0,7,26,1011,"moderate"
"5513","2013-5-22",2013,5,22,11,2,79,"SE",7.6,0,0,8,27,1011,"moderate"
"5514","2013-5-22",2013,5,22,12,2,86,"SE",11.62,0,0,8,28,1011,"moderate"
"5515","2013-5-22",2013,5,22,13,2,83,"SE",17.43,0,0,3,28,1011,"moderate"
"5516","2013-5-22",2013,5,22,14,2,79,"SE",22.35,0,0,5,29,1010,"moderate"
"5517","2013-5-22",2013,5,22,15,2,65,"SE",27.27,0,0,7,28,1010,"moderate"
"5518","2013-5-22",2013,5,22,16,2,57,"SE",31.29,0,0,6,27,1010,"moderate"
"5519","2013-5-22",2013,5,22,17,2,48,"SE",35.31,0,0,5,27,1009,"good"
"5520","2013-5-22",2013,5,22,18,2,40,"SE",40.23,0,0,5,26,1010,"good"
"5521","2013-5-22",2013,5,22,19,2,39,"SE",44.25,0,0,5,25,1010,"good"
"5522","2013-5-22",2013,5,22,20,2,29,"SE",48.27,0,0,3,25,1012,"good"
"5523","2013-5-22",2013,5,22,21,2,36,"SE",50.06,0,0,3,22,1012,"good"
"5524","2013-5-22",2013,5,22,22,2,35,"SE",51.85,0,0,4,21,1012,"good"
"5525","2013-5-22",2013,5,22,23,2,38,"SE",52.74,0,0,7,19,1012,"good"
"5526","2013-5-23",2013,5,23,0,2,38,"SE",53.63,0,0,9,18,1012,"good"
"5527","2013-5-23",2013,5,23,1,2,29,"NE",0.89,0,0,9,17,1012,"good"
"5528","2013-5-23",2013,5,23,2,2,54,"NE",1.78,0,0,10,16,1012,"moderate"
"5529","2013-5-23",2013,5,23,3,2,59,"NW",0.89,0,0,9,16,1011,"moderate"
"5530","2013-5-23",2013,5,23,4,2,70,"NW",2.68,0,0,10,16,1011,"moderate"
"5531","2013-5-23",2013,5,23,5,2,93,"cv",0.89,0,0,7,17,1011,"moderate"
"5532","2013-5-23",2013,5,23,6,2,94,"NW",1.79,0,0,7,18,1012,"moderate"
"5533","2013-5-23",2013,5,23,7,2,50,"NW",3.58,0,0,7,20,1012,"good"
"5534","2013-5-23",2013,5,23,8,2,51,"NE",1.79,0,0,10,20,1012,"moderate"
"5535","2013-5-23",2013,5,23,9,2,55,"cv",0.89,0,0,10,23,1012,"moderate"
"5536","2013-5-23",2013,5,23,10,2,45,"cv",1.78,0,0,7,24,1012,"good"
"5537","2013-5-23",2013,5,23,11,2,61,"SE",1.79,0,0,6,25,1011,"moderate"
"5538","2013-5-23",2013,5,23,12,2,71,"cv",1.79,0,0,5,26,1010,"moderate"
"5539","2013-5-23",2013,5,23,13,2,77,"SE",1.79,0,0,6,27,1010,"moderate"
"5540","2013-5-23",2013,5,23,14,2,81,"SE",4.92,0,0,10,27,1009,"moderate"
"5541","2013-5-23",2013,5,23,15,2,104,"SE",8.94,0,0,11,28,1008,"unhealthy"
"5542","2013-5-23",2013,5,23,16,2,123,"SE",12.07,0,0,12,28,1007,"unhealthy"
"5543","2013-5-23",2013,5,23,17,2,149,"SE",15.2,0,0,12,28,1007,"unhealthy"
"5544","2013-5-23",2013,5,23,18,2,97,"SE",16.99,0,0,15,27,1006,"moderate"
"5545","2013-5-23",2013,5,23,19,2,89,"SE",18.78,0,0,12,26,1007,"moderate"
"5546","2013-5-23",2013,5,23,20,2,91,"SE",20.57,0,0,12,25,1007,"moderate"
"5547","2013-5-23",2013,5,23,21,2,103,"NE",1.79,0,0,15,23,1009,"unhealthy"
"5548","2013-5-23",2013,5,23,22,2,132,"cv",0.89,0,0,16,22,1009,"unhealthy"
"5549","2013-5-23",2013,5,23,23,2,148,"NE",0.89,0,0,17,21,1009,"unhealthy"
"5550","2013-5-24",2013,5,24,0,2,164,"cv",0.89,0,0,17,21,1009,"unhealthy"
"5551","2013-5-24",2013,5,24,1,2,205,"NE",0.89,0,0,18,21,1009,"unhealthy"
"5552","2013-5-24",2013,5,24,2,2,215,"NE",1.78,0,0,18,20,1010,"unhealthy"
"5553","2013-5-24",2013,5,24,3,2,233,"NE",3.57,0,0,17,19,1009,"unhealthy"
"5554","2013-5-24",2013,5,24,4,2,249,"NE",5.36,0,0,17,19,1009,"unhealthy"
"5555","2013-5-24",2013,5,24,5,2,233,"cv",0.89,0,0,17,19,1010,"unhealthy"
"5556","2013-5-24",2013,5,24,6,2,231,"NW",3.13,0,0,16,19,1010,"unhealthy"
"5557","2013-5-24",2013,5,24,7,2,201,"NW",6.26,0,0,16,22,1011,"unhealthy"
"5558","2013-5-24",2013,5,24,8,2,173,"NE",3.13,0,0,15,24,1012,"unhealthy"
"5559","2013-5-24",2013,5,24,9,2,131,"NE",6.26,0,0,12,27,1012,"unhealthy"
"5560","2013-5-24",2013,5,24,10,2,90,"NE",11.18,0,0,10,28,1012,"moderate"
"5561","2013-5-24",2013,5,24,11,2,59,"NE",16.99,0,0,8,30,1012,"moderate"
"5562","2013-5-24",2013,5,24,12,2,39,"NE",21.01,0,0,9,30,1012,"good"
"5563","2013-5-24",2013,5,24,13,2,43,"NE",22.8,0,0,11,30,1012,"good"
"5564","2013-5-24",2013,5,24,14,2,58,"NE",25.93,0,0,11,29,1012,"moderate"
"5565","2013-5-24",2013,5,24,15,2,89,"SE",4.02,0,0,16,24,1012,"moderate"
"5566","2013-5-24",2013,5,24,16,2,146,"SE",7.15,0,0,15,23,1013,"unhealthy"
"5567","2013-5-24",2013,5,24,17,2,76,"SE",8.94,0,0,16,22,1012,"moderate"
"5568","2013-5-24",2013,5,24,18,2,56,"cv",0.89,0,0,15,23,1012,"moderate"
"5569","2013-5-24",2013,5,24,19,2,54,"cv",1.78,0,0,15,22,1011,"moderate"
"5570","2013-5-24",2013,5,24,20,2,47,"NW",4.02,0,0,12,23,1012,"good"
"5571","2013-5-24",2013,5,24,21,2,46,"NE",1.79,0,0,13,22,1013,"good"
"5572","2013-5-24",2013,5,24,22,2,29,"cv",0.89,0,0,13,21,1013,"good"
"5573","2013-5-24",2013,5,24,23,2,35,"cv",1.78,0,0,13,20,1013,"good"
"5574","2013-5-25",2013,5,25,0,2,35,"SE",0.89,0,0,15,20,1013,"good"
"5575","2013-5-25",2013,5,25,1,2,37,"NE",0.89,0,0,14,20,1013,"good"
"5576","2013-5-25",2013,5,25,2,2,42,"cv",0.89,0,0,14,19,1012,"good"
"5577","2013-5-25",2013,5,25,3,2,55,"NE",0.89,0,0,15,19,1012,"moderate"
"5578","2013-5-25",2013,5,25,4,2,69,"NE",1.78,0,0,14,18,1012,"moderate"
"5579","2013-5-25",2013,5,25,5,2,74,"cv",0.89,0,0,14,16,1012,"moderate"
"5580","2013-5-25",2013,5,25,6,2,59,"NW",0.89,0,0,14,17,1012,"moderate"
"5581","2013-5-25",2013,5,25,7,2,44,"NW",4.02,0,0,13,21,1012,"good"
"5582","2013-5-25",2013,5,25,8,2,32,"NW",7.15,0,0,12,23,1012,"good"
"5583","2013-5-25",2013,5,25,9,2,34,"cv",0.89,0,0,12,24,1012,"good"
"5584","2013-5-25",2013,5,25,10,2,43,"cv",1.78,0,0,9,27,1012,"good"
"5585","2013-5-25",2013,5,25,11,2,53,"SE",1.79,0,0,10,28,1011,"moderate"
"5586","2013-5-25",2013,5,25,12,2,65,"cv",1.79,0,0,10,29,1011,"moderate"
"5587","2013-5-25",2013,5,25,13,2,77,"SE",3.13,0,0,10,30,1010,"moderate"
"5588","2013-5-25",2013,5,25,14,2,82,"SE",7.15,0,0,10,30,1009,"moderate"
"5589","2013-5-25",2013,5,25,15,2,76,"SE",11.17,0,0,10,30,1008,"moderate"
"5590","2013-5-25",2013,5,25,16,2,83,"SE",14.3,0,0,11,30,1008,"moderate"
"5591","2013-5-25",2013,5,25,17,2,86,"SE",19.22,0,0,11,29,1007,"moderate"
"5592","2013-5-25",2013,5,25,18,2,77,"SE",23.24,0,0,11,28,1007,"moderate"
"5593","2013-5-25",2013,5,25,19,2,72,"SE",25.03,0,0,13,26,1008,"moderate"
"5594","2013-5-25",2013,5,25,20,2,76,"SE",28.16,0,0,13,25,1008,"moderate"
"5595","2013-5-25",2013,5,25,21,2,77,"SE",32.18,0,0,17,24,1009,"moderate"
"5596","2013-5-25",2013,5,25,22,2,66,"SE",35.31,0,0,18,23,1009,"moderate"
"5597","2013-5-25",2013,5,25,23,2,67,"SE",38.44,0,0,17,22,1009,"moderate"
"5598","2013-5-26",2013,5,26,0,2,86,"SE",40.23,0,0,18,21,1009,"moderate"
"5599","2013-5-26",2013,5,26,1,2,103,"cv",0.89,0,0,17,21,1009,"unhealthy"
"5600","2013-5-26",2013,5,26,2,2,108,"cv",1.78,0,0,17,19,1009,"unhealthy"
"5601","2013-5-26",2013,5,26,3,2,120,"cv",2.67,0,0,17,20,1008,"unhealthy"
"5602","2013-5-26",2013,5,26,4,2,118,"cv",3.56,0,0,17,20,1008,"unhealthy"
"5603","2013-5-26",2013,5,26,5,2,120,"cv",4.45,0,0,17,20,1008,"unhealthy"
"5604","2013-5-26",2013,5,26,6,2,129,"NE",1.79,0,0,18,21,1008,"unhealthy"
"5605","2013-5-26",2013,5,26,7,2,115,"cv",0.89,0,0,18,22,1008,"unhealthy"
"5606","2013-5-26",2013,5,26,8,2,109,"SE",1.79,0,0,18,23,1008,"unhealthy"
"5607","2013-5-26",2013,5,26,9,2,101,"SE",3.58,0,0,17,23,1008,"unhealthy"
"5608","2013-5-26",2013,5,26,10,2,114,"SE",5.37,0,0,18,23,1008,"unhealthy"
"5609","2013-5-26",2013,5,26,11,2,108,"cv",1.79,0,0,17,23,1008,"unhealthy"
"5610","2013-5-26",2013,5,26,12,2,117,"SE",1.79,0,0,16,23,1008,"unhealthy"
"5611","2013-5-26",2013,5,26,13,2,133,"SE",4.92,0,1,17,22,1007,"unhealthy"
"5612","2013-5-26",2013,5,26,14,2,140,"SE",8.05,0,2,17,23,1007,"unhealthy"
"5613","2013-5-26",2013,5,26,15,2,143,"SE",12.07,0,0,16,23,1007,"unhealthy"
"5614","2013-5-26",2013,5,26,16,2,131,"SE",16.09,0,0,16,23,1007,"unhealthy"
"5615","2013-5-26",2013,5,26,17,2,124,"SE",20.11,0,0,16,21,1008,"unhealthy"
"5616","2013-5-26",2013,5,26,18,2,80,"SE",25.03,0,0,17,20,1008,"moderate"
"5617","2013-5-26",2013,5,26,19,2,76,"SE",29.05,0,1,17,18,1009,"moderate"
"5618","2013-5-26",2013,5,26,20,2,73,"SE",33.97,0,0,16,19,1009,"moderate"
"5619","2013-5-26",2013,5,26,21,2,67,"SE",37.1,0,1,16,17,1011,"moderate"
"5620","2013-5-26",2013,5,26,22,2,57,"SE",41.12,0,2,16,17,1011,"moderate"
"5621","2013-5-26",2013,5,26,23,2,50,"SE",44.25,0,3,16,17,1011,"good"
"5622","2013-5-27",2013,5,27,0,2,47,"SE",46.04,0,0,15,17,1011,"good"
"5623","2013-5-27",2013,5,27,1,2,56,"NE",1.79,0,0,15,17,1010,"moderate"
"5624","2013-5-27",2013,5,27,2,2,60,"NW",0.89,0,0,15,17,1010,"moderate"
"5625","2013-5-27",2013,5,27,3,2,66,"cv",0.89,0,1,15,17,1008,"moderate"
"5626","2013-5-27",2013,5,27,4,2,68,"NW",3.13,0,0,15,16,1009,"moderate"
"5627","2013-5-27",2013,5,27,5,2,67,"NW",4.02,0,0,15,17,1009,"moderate"
"5628","2013-5-27",2013,5,27,6,2,64,"cv",0.45,0,0,16,17,1008,"moderate"
"5629","2013-5-27",2013,5,27,7,2,55,"NW",1.79,0,1,16,17,1009,"moderate"
"5630","2013-5-27",2013,5,27,8,2,63,"NW",3.58,0,2,16,17,1010,"moderate"
"5631","2013-5-27",2013,5,27,9,2,60,"cv",0.89,0,0,16,18,1009,"moderate"
"5632","2013-5-27",2013,5,27,10,2,65,"NE",1.79,0,0,15,19,1009,"moderate"
"5633","2013-5-27",2013,5,27,11,2,66,"SE",1.79,0,0,16,21,1009,"moderate"
"5634","2013-5-27",2013,5,27,12,2,72,"cv",1.79,0,0,16,22,1008,"moderate"
"5635","2013-5-27",2013,5,27,13,2,71,"cv",2.68,0,0,16,22,1007,"moderate"
"5636","2013-5-27",2013,5,27,14,2,75,"SE",1.79,0,0,16,23,1006,"moderate"
"5637","2013-5-27",2013,5,27,15,2,80,"cv",1.79,0,0,15,23,1005,"moderate"
"5638","2013-5-27",2013,5,27,16,2,86,"cv",3.58,0,0,15,24,1005,"moderate"
"5639","2013-5-27",2013,5,27,17,2,86,"NW",1.79,0,0,15,23,1005,"moderate"
"5640","2013-5-27",2013,5,27,18,2,91,"cv",0.89,0,0,15,22,1005,"moderate"
"5641","2013-5-27",2013,5,27,19,2,100,"NW",3.13,0,0,16,22,1005,"moderate"
"5642","2013-5-27",2013,5,27,20,2,100,"NW",6.26,0,0,15,22,1006,"moderate"
"5643","2013-5-27",2013,5,27,21,2,111,"SE",1.79,0,0,16,21,1006,"unhealthy"
"5644","2013-5-27",2013,5,27,22,2,89,"SE",5.81,0,0,17,20,1006,"moderate"
"5645","2013-5-27",2013,5,27,23,2,94,"SE",10.73,0,0,16,20,1005,"moderate"
"5646","2013-5-28",2013,5,28,0,2,92,"SE",13.86,0,0,16,19,1005,"moderate"
"5647","2013-5-28",2013,5,28,1,2,94,"SE",15.65,0,0,16,19,1004,"moderate"
"5648","2013-5-28",2013,5,28,2,2,89,"SE",18.78,0,0,17,19,1004,"moderate"
"5649","2013-5-28",2013,5,28,3,2,92,"SE",21.91,0,0,17,19,1004,"moderate"
"5650","2013-5-28",2013,5,28,4,2,100,"SE",23.7,0,0,16,18,1004,"moderate"
"5651","2013-5-28",2013,5,28,5,2,95,"cv",0.89,0,0,16,18,1004,"moderate"
"5652","2013-5-28",2013,5,28,6,2,101,"cv",1.78,0,1,17,18,1004,"unhealthy"
"5653","2013-5-28",2013,5,28,7,2,99,"NW",1.79,0,2,17,19,1005,"moderate"
"5654","2013-5-28",2013,5,28,8,2,117,"cv",1.79,0,0,17,19,1005,"unhealthy"
"5655","2013-5-28",2013,5,28,9,2,122,"NW",3.13,0,1,17,19,1006,"unhealthy"
"5656","2013-5-28",2013,5,28,10,2,120,"NW",7.15,0,2,17,20,1006,"unhealthy"
"5657","2013-5-28",2013,5,28,11,2,65,"NW",10.28,0,3,17,20,1006,"moderate"
"5658","2013-5-28",2013,5,28,12,2,59,"NW",12.07,0,0,16,22,1005,"moderate"
"5659","2013-5-28",2013,5,28,14,2,59,"NW",15.65,0,0,16,22,1005,"moderate"
"5660","2013-5-28",2013,5,28,15,2,64,"SE",4.02,0,0,15,23,1005,"moderate"
"5661","2013-5-28",2013,5,28,16,2,61,"SE",8.94,0,0,15,23,1005,"moderate"
"5662","2013-5-28",2013,5,28,17,2,55,"SE",13.86,0,0,16,24,1004,"moderate"
"5663","2013-5-28",2013,5,28,18,2,44,"SE",17.88,0,0,15,24,1004,"good"
"5664","2013-5-28",2013,5,28,19,2,48,"SE",21.01,0,0,15,23,1004,"good"
"5665","2013-5-28",2013,5,28,20,2,64,"SE",22.8,0,0,15,21,1005,"moderate"
"5666","2013-5-28",2013,5,28,21,2,88,"SE",25.93,0,0,16,21,1006,"moderate"
"5667","2013-5-28",2013,5,28,22,2,102,"NW",4.92,0,0,16,21,1007,"unhealthy"
"5668","2013-5-28",2013,5,28,23,2,113,"NW",10.73,0,0,9,21,1007,"unhealthy"
"5669","2013-5-29",2013,5,29,0,2,67,"NW",16.54,0,0,-1,22,1008,"moderate"
"5670","2013-5-29",2013,5,29,1,2,40,"NW",23.69,0,0,-2,22,1008,"good"
"5671","2013-5-29",2013,5,29,2,2,18,"NW",30.84,0,0,1,22,1009,"good"
"5672","2013-5-29",2013,5,29,3,2,13,"NW",36.65,0,0,2,21,1009,"good"
"5673","2013-5-29",2013,5,29,4,2,9,"NW",45.59,0,0,2,20,1009,"good"
"5674","2013-5-29",2013,5,29,5,2,13,"NW",53.64,0,0,3,19,1010,"good"
"5675","2013-5-29",2013,5,29,6,2,13,"NW",59.45,0,0,4,20,1010,"good"
"5676","2013-5-29",2013,5,29,7,2,10,"NW",65.26,0,0,4,21,1011,"good"
"5677","2013-5-29",2013,5,29,8,2,13,"NW",71.07,0,0,3,23,1011,"good"
"5678","2013-5-29",2013,5,29,9,2,13,"NW",76.88,0,0,2,25,1011,"good"
"5679","2013-5-29",2013,5,29,10,2,12,"NW",84.93,0,0,1,26,1011,"good"
"5680","2013-5-29",2013,5,29,11,2,9,"NW",89.85,0,0,0,27,1010,"good"
"5681","2013-5-29",2013,5,29,12,2,15,"NW",93.87,0,0,-2,28,1009,"good"
"5682","2013-5-29",2013,5,29,13,2,25,"NW",99.68,0,0,-6,30,1008,"good"
"5683","2013-5-29",2013,5,29,14,2,17,"NW",105.49,0,0,-8,30,1008,"good"
"5684","2013-5-29",2013,5,29,15,2,17,"NW",111.3,0,0,-9,31,1007,"good"
"5685","2013-5-29",2013,5,29,16,2,22,"NW",120.24,0,0,-8,31,1007,"good"
"5686","2013-5-29",2013,5,29,17,2,17,"NW",128.29,0,0,-11,31,1006,"good"
"5687","2013-5-29",2013,5,29,18,2,18,"NW",135.44,0,0,-9,31,1006,"good"
"5688","2013-5-29",2013,5,29,19,2,23,"SE",4.92,0,0,-5,29,1006,"good"
"5689","2013-5-29",2013,5,29,20,2,25,"SE",12.07,0,0,1,27,1007,"good"
"5690","2013-5-29",2013,5,29,21,2,32,"SE",16.99,0,0,3,26,1008,"good"
"5691","2013-5-29",2013,5,29,22,2,34,"SE",22.8,0,0,5,25,1008,"good"
"5692","2013-5-29",2013,5,29,23,2,42,"SE",27.72,0,0,5,24,1008,"good"
"5693","2013-5-30",2013,5,30,0,2,40,"cv",0.89,0,0,9,20,1008,"good"
"5694","2013-5-30",2013,5,30,1,2,49,"cv",1.78,0,0,10,17,1008,"good"
"5695","2013-5-30",2013,5,30,2,2,49,"cv",2.23,0,0,9,15,1008,"good"
"5696","2013-5-30",2013,5,30,3,2,51,"cv",3.12,0,0,10,15,1008,"moderate"
