"","timebyday","hour","season","pm2.5","cbwd","Iws","Is","Ir","DEWP","TEMP","PRES","quality","timestamp","cbwd_data"
"812",2013-02-04,0,1,215,"NW",16.1,0,0,-7,-7,1020,"unhealthy",15740,1
"813",2013-02-04,1,1,217,"cv",0.89,0,0,-6,-6,1022,"unhealthy",15740,2
"814",2013-02-04,2,1,100,"NW",3.13,0,0,-5,-5,1022,"moderate",15740,1
"815",2013-02-04,3,1,25,"NW",12.07,0,0,-5,-3,1024,"good",15740,1
"816",2013-02-04,4,1,12,"NW",20.12,0,0,-10,-3,1026,"good",15740,1
"817",2013-02-04,5,1,16,"NW",28.17,0,0,-11,-4,1027,"good",15740,1
"818",2013-02-04,6,1,14,"NW",33.09,0,0,-13,-6,1028,"good",15740,1
"819",2013-02-04,7,1,20,"NW",34.88,0,0,-14,-6,1030,"good",15740,1
"820",2013-02-04,8,1,12,"NW",38.9,0,0,-15,-7,1031,"good",15740,1
"821",2013-02-04,9,1,18,"NE",3.13,0,0,-15,-4,1032,"good",15740,3
"822",2013-02-04,10,1,15,"NW",4.02,0,0,-14,-3,1033,"good",15740,1
"823",2013-02-04,11,1,18,"NE",4.02,0,0,-15,-3,1033,"good",15740,3
"824",2013-02-04,12,1,21,"NE",7.15,0,0,-13,-2,1032,"good",15740,3
"825",2013-02-04,13,1,17,"NE",10.28,0,0,-13,-1,1031,"good",15740,3
"826",2013-02-04,14,1,19,"NE",13.41,0,0,-14,0,1029,"good",15740,3
"827",2013-02-04,15,1,21,"NE",16.54,0,0,-16,0,1029,"good",15740,3
"828",2013-02-04,16,1,22,"cv",0.89,0,0,-15,1,1029,"good",15740,2
"829",2013-02-04,17,1,27,"SE",0.89,0,0,-13,-1,1029,"good",15740,4
"830",2013-02-04,18,1,29,"SE",2.68,0,0,-13,-2,1029,"good",15740,4
"831",2013-02-04,19,1,27,"SE",6.7,0,0,-12,-3,1029,"good",15740,4
"832",2013-02-04,20,1,31,"SE",9.83,0,0,-12,-2,1029,"good",15740,4
"833",2013-02-04,21,1,32,"SE",11.62,0,0,-12,-3,1029,"good",15740,4
"834",2013-02-04,22,1,29,"SE",12.51,0,0,-11,-3,1028,"good",15740,4
"835",2013-02-04,23,1,65,"SE",15.64,0,0,-8,-3,1028,"moderate",15740,4
"836",2013-02-05,0,1,94,"SE",18.77,0,0,-6,-3,1027,"moderate",15741,4
"837",2013-02-05,1,1,77,"SE",20.56,0,0,-6,-3,1026,"moderate",15741,4
"838",2013-02-05,2,1,60,"SE",23.69,0,0,-6,-3,1026,"moderate",15741,4
"839",2013-02-05,3,1,52,"SE",25.48,0,0,-6,-3,1026,"moderate",15741,4
"840",2013-02-05,4,1,49,"SE",27.27,0,0,-6,-4,1026,"good",15741,4
"841",2013-02-05,5,1,50,"SE",29.06,0,0,-7,-4,1025,"good",15741,4
"842",2013-02-05,6,1,57,"SE",30.85,0,0,-7,-4,1024,"moderate",15741,4
"843",2013-02-05,7,1,72,"SE",32.64,0,0,-7,-4,1024,"moderate",15741,4
"844",2013-02-05,8,1,85,"SE",34.43,0,0,-6,-4,1025,"moderate",15741,4
"845",2013-02-05,9,1,89,"SE",37.56,1,0,-5,-3,1025,"moderate",15741,4
"846",2013-02-05,10,1,85,"SE",39.35,2,0,-4,-3,1025,"moderate",15741,4
"847",2013-02-05,11,1,80,"SE",41.14,3,0,-4,-3,1024,"moderate",15741,4
"848",2013-02-05,12,1,82,"cv",0.89,0,0,-4,-2,1024,"moderate",15741,2
"849",2013-02-05,13,1,90,"cv",2.68,0,0,-3,-2,1023,"moderate",15741,2
"850",2013-02-05,14,1,89,"SE",1.79,0,0,-3,-2,1022,"moderate",15741,4
"851",2013-02-05,15,1,90,"cv",1.79,0,0,-4,-1,1022,"moderate",15741,2
"852",2013-02-05,16,1,96,"SE",1.79,0,0,-4,-1,1022,"moderate",15741,4
"853",2013-02-05,17,1,99,"SE",4.92,0,0,-5,-2,1022,"moderate",15741,4
"854",2013-02-05,18,1,105,"SE",6.71,0,0,-6,-3,1022,"unhealthy",15741,4
"855",2013-02-05,19,1,115,"SE",9.84,0,0,-5,-3,1023,"unhealthy",15741,4
"856",2013-02-05,20,1,128,"SE",11.63,0,0,-6,-4,1024,"unhealthy",15741,4
"857",2013-02-05,21,1,136,"cv",0.89,0,0,-7,-6,1024,"unhealthy",15741,2
"858",2013-02-05,22,1,148,"SE",0.89,0,0,-8,-8,1024,"unhealthy",15741,4
"859",2013-02-05,23,1,152,"cv",0.89,0,0,-9,-8,1024,"unhealthy",15741,2
"860",2013-02-06,0,1,156,"cv",1.78,0,0,-8,-7,1024,"unhealthy",15742,2
"861",2013-02-06,1,1,192,"NE",1.79,0,0,-11,-10,1024,"unhealthy",15742,3
"862",2013-02-06,2,1,214,"NW",1.79,0,0,-12,-11,1024,"unhealthy",15742,1
"863",2013-02-06,3,1,234,"NW",3.58,0,0,-9,-8,1024,"unhealthy",15742,1
"864",2013-02-06,4,1,229,"NW",6.71,0,0,-11,-10,1023,"unhealthy",15742,1
"865",2013-02-06,5,1,212,"cv",0.89,0,0,-9,-9,1023,"unhealthy",15742,2
"866",2013-02-06,6,1,208,"NW",1.79,0,0,-12,-11,1023,"unhealthy",15742,1
"867",2013-02-06,7,1,227,"NE",1.79,0,0,-11,-10,1024,"unhealthy",15742,3
"868",2013-02-06,8,1,220,"cv",0.89,0,0,-10,-9,1024,"unhealthy",15742,2
"869",2013-02-06,9,1,203,"NW",1.79,0,0,-5,-4,1025,"unhealthy",15742,1
"870",2013-02-06,10,1,188,"NW",3.58,0,0,-4,-2,1025,"unhealthy",15742,1
"871",2013-02-06,11,1,11,"cv",0.89,0,0,-5,2,1024,"good",15742,2
"872",2013-02-06,12,1,9,"NW",5.81,0,0,-13,3,1024,"good",15742,1
"873",2013-02-06,13,1,9,"NW",13.86,0,0,-15,4,1023,"good",15742,1
"874",2013-02-06,14,1,9,"NW",23.69,0,0,-19,3,1023,"good",15742,1
"875",2013-02-06,15,1,6,"NW",32.63,0,0,-18,3,1024,"good",15742,1
"876",2013-02-06,16,1,10,"NW",44.7,0,0,-20,0,1026,"good",15742,1
"877",2013-02-06,17,1,8,"NW",57.66,0,0,-24,-3,1027,"good",15742,1
"878",2013-02-06,18,1,5,"NW",67.49,0,0,-24,-5,1029,"good",15742,1
"879",2013-02-06,19,1,8,"NW",77.32,0,0,-26,-7,1032,"good",15742,1
"880",2013-02-06,20,1,9,"NW",88.5,0,0,-26,-8,1033,"good",15742,1
"881",2013-02-06,21,1,12,"NW",98.33,0,0,-26,-8,1033,"good",15742,1
"882",2013-02-06,22,1,9,"NW",104.14,0,0,-25,-9,1034,"good",15742,1
"883",2013-02-06,23,1,9,"NW",113.08,0,0,-27,-9,1035,"good",15742,1
"884",2013-02-07,0,1,9,"NW",122.91,0,0,-28,-10,1036,"good",15743,1
"885",2013-02-07,1,1,7,"NW",128.72,0,0,-26,-11,1036,"good",15743,1
"886",2013-02-07,2,1,7,"NW",134.53,0,0,-26,-11,1037,"good",15743,1
"887",2013-02-07,3,1,7,"NE",1.79,0,0,-26,-13,1037,"good",15743,3
"888",2013-02-07,4,1,6,"NW",4.02,0,0,-25,-14,1037,"good",15743,1
"889",2013-02-07,5,1,9,"NE",3.13,0,0,-25,-15,1037,"good",15743,3
"890",2013-02-07,6,1,8,"NW",1.79,0,0,-27,-14,1039,"good",15743,1
"891",2013-02-07,7,1,11,"NE",4.92,0,0,-27,-14,1040,"good",15743,3
"892",2013-02-07,8,1,11,"NW",4.02,0,0,-26,-14,1040,"good",15743,1
"893",2013-02-07,9,1,8,"NW",8.94,0,0,-26,-11,1040,"good",15743,1
"894",2013-02-07,10,1,10,"NE",5.81,0,0,-27,-11,1040,"good",15743,3
"895",2013-02-07,11,1,10,"NE",9.83,0,0,-27,-9,1040,"good",15743,3
"896",2013-02-07,12,1,15,"NW",3.13,0,0,-26,-8,1040,"good",15743,1
"897",2013-02-07,13,1,13,"NW",6.26,0,0,-25,-5,1038,"good",15743,1
"898",2013-02-07,14,1,11,"NE",3.13,0,0,-25,-5,1038,"good",15743,3
"899",2013-02-07,15,1,10,"NE",6.26,0,0,-23,-5,1037,"good",15743,3
"900",2013-02-07,16,1,9,"NE",8.05,0,0,-23,-4,1036,"good",15743,3
"901",2013-02-07,17,1,12,"NE",9.84,0,0,-23,-5,1037,"good",15743,3
"902",2013-02-07,18,1,18,"NW",3.13,0,0,-22,-9,1037,"good",15743,1
"903",2013-02-07,19,1,24,"NE",3.13,0,0,-22,-9,1038,"good",15743,3
"904",2013-02-07,20,1,18,"NE",6.26,0,0,-22,-8,1039,"good",15743,3
"905",2013-02-07,21,1,18,"NE",10.28,0,0,-23,-8,1040,"good",15743,3
"906",2013-02-07,22,1,20,"NE",15.2,0,0,-23,-8,1041,"good",15743,3
"907",2013-02-07,23,1,27,"NE",20.12,0,0,-23,-9,1041,"good",15743,3
"908",2013-02-08,0,1,15,"NE",25.04,0,0,-24,-9,1040,"good",15744,3
"909",2013-02-08,1,1,10,"NE",28.17,0,0,-23,-10,1040,"good",15744,3
"910",2013-02-08,2,1,12,"NE",31.3,0,0,-24,-10,1040,"good",15744,3
"911",2013-02-08,3,1,9,"NW",3.13,0,0,-24,-12,1040,"good",15744,1
"912",2013-02-08,4,1,13,"NW",4.92,0,0,-23,-13,1040,"good",15744,1
"913",2013-02-08,5,1,11,"NW",6.71,0,0,-22,-13,1039,"good",15744,1
"914",2013-02-08,6,1,10,"NW",9.84,0,0,-21,-13,1039,"good",15744,1
"915",2013-02-08,7,1,15,"NW",11.63,0,0,-22,-14,1038,"good",15744,1
"916",2013-02-08,8,1,19,"NW",13.42,0,0,-22,-10,1039,"good",15744,1
"917",2013-02-08,9,1,26,"NW",15.21,0,0,-22,-8,1039,"good",15744,1
"918",2013-02-08,10,1,26,"cv",0.89,0,0,-22,-7,1038,"good",15744,2
"919",2013-02-08,11,1,15,"SE",1.79,0,0,-23,-6,1038,"good",15744,4
"920",2013-02-08,12,1,26,"SE",3.58,0,0,-22,-5,1037,"good",15744,4
"921",2013-02-08,13,1,48,"cv",1.79,0,0,-22,-5,1035,"good",15744,2
"922",2013-02-08,14,1,64,"cv",2.68,0,0,-20,-3,1034,"moderate",15744,2
"923",2013-02-08,15,1,56,"SE",3.13,0,0,-19,-3,1033,"moderate",15744,4
"924",2013-02-08,16,1,57,"SE",6.26,0,0,-18,-3,1032,"moderate",15744,4
"925",2013-02-08,17,1,66,"SE",10.28,0,0,-17,-4,1032,"moderate",15744,4
"926",2013-02-08,18,1,106,"SE",13.41,0,0,-15,-5,1032,"unhealthy",15744,4
"927",2013-02-08,19,1,166,"cv",3.13,0,0,-15,-5,1032,"unhealthy",15744,2
"928",2013-02-08,20,1,174,"cv",4.02,0,0,-14,-6,1031,"unhealthy",15744,2
"929",2013-02-08,21,1,152,"cv",4.91,0,0,-13,-8,1031,"unhealthy",15744,2
"930",2013-02-08,22,1,144,"SE",1.79,0,0,-13,-8,1030,"unhealthy",15744,4
"931",2013-02-08,23,1,115,"SE",3.58,0,0,-14,-8,1030,"unhealthy",15744,4
"932",2013-02-09,0,1,108,"SE",5.37,0,0,-14,-8,1030,"unhealthy",15745,4
"933",2013-02-09,1,1,111,"SE",7.16,0,0,-14,-8,1029,"unhealthy",15745,4
"934",2013-02-09,2,1,111,"SE",8.95,0,0,-14,-8,1028,"unhealthy",15745,4
"935",2013-02-09,3,1,125,"SE",10.74,0,0,-14,-9,1028,"unhealthy",15745,4
"936",2013-02-09,4,1,128,"cv",0.89,0,0,-15,-11,1027,"unhealthy",15745,2
"937",2013-02-09,5,1,156,"NE",1.79,0,0,-15,-13,1027,"unhealthy",15745,3
"938",2013-02-09,6,1,168,"SE",0.89,0,0,-15,-12,1026,"unhealthy",15745,4
"939",2013-02-09,7,1,175,"NE",0.89,0,0,-14,-13,1026,"unhealthy",15745,3
"940",2013-02-09,8,1,172,"NE",1.78,0,0,-13,-11,1026,"unhealthy",15745,3
"941",2013-02-09,9,1,192,"cv",0.89,0,0,-13,-8,1026,"unhealthy",15745,2
"942",2013-02-09,10,1,185,"NW",1.79,0,0,-13,-6,1026,"unhealthy",15745,1
"943",2013-02-09,11,1,184,"NE",1.79,0,0,-13,-4,1026,"unhealthy",15745,3
"944",2013-02-09,12,1,172,"NW",3.13,0,0,-14,-2,1025,"unhealthy",15745,1
"945",2013-02-09,13,1,167,"NE",1.79,0,0,-13,0,1024,"unhealthy",15745,3
"946",2013-02-09,14,1,155,"cv",0.89,0,0,-14,2,1023,"unhealthy",15745,2
"947",2013-02-09,15,1,163,"SE",1.79,0,0,-14,2,1022,"unhealthy",15745,4
"948",2013-02-09,16,1,156,"cv",0.89,0,0,-14,3,1023,"unhealthy",15745,2
"949",2013-02-09,17,1,161,"SE",1.79,0,0,-13,1,1023,"unhealthy",15745,4
"950",2013-02-09,18,1,175,"SE",4.92,0,0,-14,1,1024,"unhealthy",15745,4
"951",2013-02-09,19,1,210,"NW",1.79,0,0,-12,-1,1024,"unhealthy",15745,1
"952",2013-02-09,20,1,282,"NW",3.58,0,0,-11,-1,1025,"unhealthy",15745,1
"953",2013-02-09,21,1,428,"NW",6.71,0,0,-12,-5,1026,"posisonous",15745,1
"954",2013-02-09,22,1,512,"NE",3.13,0,0,-16,-2,1027,"posisonous",15745,3
"955",2013-02-09,23,1,167,"NE",7.15,0,0,-17,-3,1027,"unhealthy",15745,3
"956",2013-02-10,0,1,71,"NE",10.28,0,0,-18,-3,1028,"moderate",15746,3
"957",2013-02-10,1,1,419,"NW",1.79,0,0,-18,-5,1028,"posisonous",15746,1
"958",2013-02-10,2,1,209,"NW",3.58,0,0,-15,-6,1028,"unhealthy",15746,1
"959",2013-02-10,3,1,185,"NW",5.37,0,0,-15,-6,1028,"unhealthy",15746,1
"960",2013-02-10,4,1,78,"NE",1.79,0,0,-18,-4,1028,"moderate",15746,3
"961",2013-02-10,5,1,23,"NE",4.92,0,0,-19,-4,1029,"good",15746,3
"962",2013-02-10,6,1,17,"NE",8.94,0,0,-19,-4,1029,"good",15746,3
"963",2013-02-10,7,1,10,"NE",13.86,0,0,-19,-4,1030,"good",15746,3
"964",2013-02-10,8,1,17,"NE",18.78,0,0,-18,-4,1031,"good",15746,3
"965",2013-02-10,9,1,20,"NE",23.7,0,0,-18,-3,1032,"good",15746,3
"966",2013-02-10,10,1,25,"NE",28.62,0,0,-18,-2,1032,"good",15746,3
"967",2013-02-10,11,1,20,"NE",33.54,0,0,-19,-2,1032,"good",15746,3
"968",2013-02-10,12,1,16,"NE",38.46,0,0,-19,0,1032,"good",15746,3
"969",2013-02-10,13,1,20,"NE",43.38,0,0,-20,0,1031,"good",15746,3
"970",2013-02-10,14,1,14,"NE",46.51,0,0,-22,0,1031,"good",15746,3
"971",2013-02-10,15,1,13,"NE",49.64,0,0,-23,0,1031,"good",15746,3
"972",2013-02-10,16,1,16,"NW",3.13,0,0,-24,1,1031,"good",15746,1
"973",2013-02-10,17,1,16,"NW",6.26,0,0,-20,0,1031,"good",15746,1
"974",2013-02-10,18,1,14,"NW",9.39,0,0,-19,-2,1031,"good",15746,1
"975",2013-02-10,19,1,23,"NW",12.52,0,0,-20,-3,1031,"good",15746,1
"976",2013-02-10,20,1,31,"NW",14.31,0,0,-19,-5,1032,"good",15746,1
"977",2013-02-10,21,1,58,"NW",16.1,0,0,-19,-5,1033,"moderate",15746,1
"978",2013-02-10,22,1,67,"NW",19.23,0,0,-18,-9,1033,"moderate",15746,1
"979",2013-02-10,23,1,70,"cv",0.89,0,0,-17,-8,1034,"moderate",15746,2
"980",2013-02-11,0,1,55,"NE",1.79,0,0,-19,-8,1034,"moderate",15747,3
"981",2013-02-11,1,1,36,"NE",5.81,0,0,-19,-6,1034,"good",15747,3
"982",2013-02-11,2,1,21,"NE",7.6,0,0,-19,-8,1034,"good",15747,3
"983",2013-02-11,3,1,20,"NE",8.49,0,0,-19,-9,1034,"good",15747,3
"984",2013-02-11,4,1,21,"NE",9.38,0,0,-17,-8,1034,"good",15747,3
"985",2013-02-11,5,1,17,"NW",1.79,0,0,-16,-7,1035,"good",15747,1
"986",2013-02-11,6,1,41,"NW",3.58,0,0,-17,-8,1034,"good",15747,1
"987",2013-02-11,7,1,46,"NW",5.37,0,0,-17,-9,1034,"good",15747,1
"988",2013-02-11,8,1,23,"NW",8.5,0,0,-18,-7,1035,"good",15747,1
"989",2013-02-11,9,1,24,"NW",11.63,0,0,-18,-6,1035,"good",15747,1
"990",2013-02-11,10,1,36,"NE",1.79,0,0,-17,-5,1035,"good",15747,3
"991",2013-02-11,11,1,43,"cv",0.89,0,0,-11,-4,1034,"good",15747,2
"992",2013-02-11,12,1,59,"cv",1.78,0,0,-11,-3,1034,"moderate",15747,2
"993",2013-02-11,13,1,77,"SE",1.79,0,0,-11,-2,1033,"moderate",15747,4
"994",2013-02-11,14,1,93,"SE",3.58,0,0,-10,-2,1032,"moderate",15747,4
"995",2013-02-11,15,1,103,"SE",5.37,0,0,-10,-1,1031,"unhealthy",15747,4
"996",2013-02-11,16,1,100,"SE",9.39,0,0,-11,-1,1031,"moderate",15747,4
"997",2013-02-11,17,1,87,"SE",12.52,0,0,-12,-1,1030,"moderate",15747,4
"998",2013-02-11,18,1,107,"SE",14.31,0,0,-12,-2,1030,"unhealthy",15747,4
"999",2013-02-11,19,1,124,"cv",0.89,0,0,-11,-2,1030,"unhealthy",15747,2
"1000",2013-02-11,20,1,121,"cv",1.78,0,0,-10,-3,1030,"unhealthy",15747,2
"1001",2013-02-11,21,1,113,"SE",0.89,0,0,-9,-4,1031,"unhealthy",15747,4
"1002",2013-02-11,22,1,113,"NE",0.89,0,0,-9,-4,1030,"unhealthy",15747,3
"1003",2013-02-11,23,1,75,"cv",0.45,0,0,-9,-5,1030,"moderate",15747,2
"1004",2013-02-12,0,1,67,"SE",0.89,0,0,-9,-5,1029,"moderate",15748,4
"1005",2013-02-12,1,1,68,"cv",0.45,0,0,-9,-6,1029,"moderate",15748,2
"1006",2013-02-12,2,1,78,"cv",1.34,0,0,-9,-6,1029,"moderate",15748,2
"1007",2013-02-12,3,1,145,"NW",3.13,1,0,-9,-4,1029,"unhealthy",15748,1
"1008",2013-02-12,4,1,129,"cv",0.89,0,0,-8,-6,1028,"unhealthy",15748,2
"1009",2013-02-12,5,1,132,"SE",1.79,0,0,-10,-8,1027,"unhealthy",15748,4
"1010",2013-02-12,6,1,130,"cv",0.89,0,0,-10,-8,1027,"unhealthy",15748,2
"1011",2013-02-12,7,1,138,"SE",0.89,0,0,-10,-9,1027,"unhealthy",15748,4
"1012",2013-02-12,8,1,133,"NE",1.79,0,0,-9,-8,1027,"unhealthy",15748,3
"1013",2013-02-12,9,1,70,"NE",3.58,0,0,-7,-3,1028,"moderate",15748,3
"1014",2013-02-12,10,1,83,"cv",0.89,0,0,-7,-1,1028,"moderate",15748,2
"1015",2013-02-12,11,1,38,"cv",1.78,0,0,-14,3,1027,"good",15748,2
"1016",2013-02-12,12,1,94,"NW",4.02,0,0,-19,4,1026,"moderate",15748,1
"1017",2013-02-12,13,1,78,"NW",11.17,0,0,-19,5,1025,"moderate",15748,1
"1018",2013-02-12,14,1,101,"NW",16.98,0,0,-20,6,1024,"unhealthy",15748,1
"1019",2013-02-12,15,1,71,"SE",7.15,0,0,-16,5,1023,"moderate",15748,4
"1020",2013-02-12,16,1,71,"SE",14.3,0,0,-17,4,1023,"moderate",15748,4
"1021",2013-02-12,17,1,115,"SE",20.11,0,0,-16,3,1023,"unhealthy",15748,4
"1022",2013-02-12,18,1,123,"SE",25.03,0,0,-13,2,1023,"unhealthy",15748,4
"1023",2013-02-12,19,1,163,"SE",29.05,0,0,-12,1,1024,"unhealthy",15748,4
"1024",2013-02-12,20,1,162,"SE",33.97,0,0,-10,1,1024,"unhealthy",15748,4
"1025",2013-02-12,21,1,167,"SE",37.1,0,0,-10,1,1024,"unhealthy",15748,4
"1026",2013-02-12,22,1,183,"SE",40.23,0,0,-8,0,1024,"unhealthy",15748,4
"1027",2013-02-12,23,1,190,"cv",0.89,0,0,-8,-3,1024,"unhealthy",15748,2
"1028",2013-02-13,0,1,197,"SE",1.79,0,0,-9,-5,1024,"unhealthy",15749,4
"1029",2013-02-13,1,1,229,"SE",3.58,0,0,-7,-4,1023,"unhealthy",15749,4
"1030",2013-02-13,2,1,246,"cv",0.89,0,0,-8,-6,1023,"unhealthy",15749,2
"1031",2013-02-13,3,1,263,"cv",1.78,0,0,-7,-6,1023,"unhealthy",15749,2
"1032",2013-02-13,4,1,267,"NE",0.89,0,0,-7,-7,1022,"unhealthy",15749,3
"1033",2013-02-13,5,1,282,"SE",0.89,0,0,-7,-6,1022,"unhealthy",15749,4
"1034",2013-02-13,6,1,290,"SE",1.78,0,0,-8,-7,1022,"unhealthy",15749,4
"1035",2013-02-13,7,1,304,"cv",0.89,0,0,-8,-8,1022,"posisonous",15749,2
"1036",2013-02-13,8,1,307,"NE",0.89,0,0,-7,-6,1023,"posisonous",15749,3
"1037",2013-02-13,9,1,326,"SE",1.79,0,0,-6,-5,1023,"posisonous",15749,4
"1038",2013-02-13,10,1,352,"cv",0.89,0,0,-5,-3,1023,"posisonous",15749,2
"1039",2013-02-13,11,1,341,"cv",1.78,0,0,-5,0,1023,"posisonous",15749,2
"1040",2013-02-13,12,1,344,"SE",1.79,0,0,-5,1,1022,"posisonous",15749,4
"1041",2013-02-13,13,1,365,"SE",3.58,0,0,-6,3,1021,"posisonous",15749,4
"1042",2013-02-13,14,1,348,"SE",6.71,0,0,-6,4,1020,"posisonous",15749,4
"1043",2013-02-13,15,1,330,"SE",9.84,0,0,-6,5,1019,"posisonous",15749,4
"1044",2013-02-13,16,1,334,"SE",13.86,0,0,-6,5,1019,"posisonous",15749,4
"1045",2013-02-13,17,1,320,"SE",16.99,0,0,-6,4,1019,"posisonous",15749,4
"1046",2013-02-13,18,1,292,"SE",20.12,0,0,-7,2,1020,"unhealthy",15749,4
"1047",2013-02-13,19,1,312,"SE",21.91,0,0,-6,-2,1021,"posisonous",15749,4
"1048",2013-02-13,20,1,296,"SE",23.7,0,0,-6,-3,1022,"unhealthy",15749,4
"1049",2013-02-13,21,1,293,"SE",25.49,0,0,-5,-2,1022,"unhealthy",15749,4
"1050",2013-02-13,22,1,344,"SE",26.38,0,0,-6,-4,1023,"posisonous",15749,4
"1051",2013-02-13,23,1,384,"NW",1.79,0,0,-6,-5,1023,"posisonous",15749,1
"1052",2013-02-14,0,1,392,"NW",5.81,0,0,-6,-4,1023,"posisonous",15750,1
"1053",2013-02-14,1,1,374,"NE",3.13,0,0,-7,-2,1023,"posisonous",15750,3
"1054",2013-02-14,2,1,208,"NE",6.26,0,0,-11,0,1024,"unhealthy",15750,3
"1055",2013-02-14,3,1,143,"NE",10.28,0,0,-12,0,1024,"unhealthy",15750,3
"1056",2013-02-14,4,1,38,"NE",16.09,0,0,-14,0,1025,"good",15750,3
"1057",2013-02-14,5,1,15,"NE",21.9,0,0,-14,0,1025,"good",15750,3
"1058",2013-02-14,6,1,9,"NE",29.05,0,0,-13,-1,1025,"good",15750,3
"1059",2013-02-14,7,1,11,"NE",33.97,0,0,-14,-1,1026,"good",15750,3
"1060",2013-02-14,8,1,13,"NE",39.78,0,0,-14,-1,1026,"good",15750,3
"1061",2013-02-14,9,1,13,"NE",45.59,0,0,-15,-1,1027,"good",15750,3
"1062",2013-02-14,10,1,15,"NE",51.4,0,0,-19,1,1028,"good",15750,3
"1063",2013-02-14,12,1,9,"NE",61.24,0,0,-22,1,1027,"good",15750,3
"1064",2013-02-14,13,1,7,"NE",65.26,0,0,-23,2,1026,"good",15750,3
"1065",2013-02-14,14,1,9,"NE",68.39,0,0,-24,2,1026,"good",15750,3
"1066",2013-02-14,15,1,14,"NE",70.18,0,0,-23,3,1025,"good",15750,3
"1067",2013-02-14,16,1,18,"cv",0.89,0,0,-23,3,1026,"good",15750,2
"1068",2013-02-14,17,1,16,"cv",1.78,0,0,-23,3,1026,"good",15750,2
"1069",2013-02-14,18,1,21,"cv",2.67,0,0,-20,1,1027,"good",15750,2
"1070",2013-02-14,19,1,22,"cv",3.56,0,0,-16,0,1028,"good",15750,2
"1071",2013-02-14,20,1,54,"SE",3.13,0,0,-20,2,1028,"moderate",15750,4
"1072",2013-02-14,21,1,126,"cv",1.79,0,0,-21,1,1029,"unhealthy",15750,2
"1073",2013-02-14,22,1,237,"NW",4.02,0,0,-17,0,1030,"unhealthy",15750,1
"1074",2013-02-14,23,1,197,"NW",7.15,0,0,-16,-1,1030,"unhealthy",15750,1
"1075",2013-02-15,0,1,48,"NW",11.17,0,0,-16,-4,1031,"good",15751,1
"1076",2013-02-15,1,1,17,"NW",15.19,0,0,-17,-3,1031,"good",15751,1
"1077",2013-02-15,2,1,12,"NW",19.21,0,0,-17,-5,1030,"good",15751,1
"1078",2013-02-15,3,1,15,"NW",23.23,0,0,-18,-4,1030,"good",15751,1
"1079",2013-02-15,4,1,16,"NW",26.36,0,0,-18,-7,1030,"good",15751,1
"1080",2013-02-15,5,1,17,"NW",28.15,0,0,-18,-8,1030,"good",15751,1
"1081",2013-02-15,6,1,14,"NW",31.28,0,0,-18,-10,1030,"good",15751,1
"1082",2013-02-15,7,1,12,"NW",34.41,0,0,-17,-9,1030,"good",15751,1
"1083",2013-02-15,8,1,16,"NW",37.54,0,0,-16,-5,1030,"good",15751,1
"1084",2013-02-15,9,1,16,"SE",1.79,0,0,-17,-2,1031,"good",15751,4
"1085",2013-02-15,10,1,11,"cv",0.89,0,0,-20,0,1030,"good",15751,2
"1086",2013-02-15,11,1,26,"cv",1.78,0,0,-22,2,1029,"good",15751,2
"1087",2013-02-15,12,1,27,"cv",3.57,0,0,-21,3,1029,"good",15751,2
"1088",2013-02-15,13,1,47,"SE",3.13,0,0,-19,3,1028,"good",15751,4
"1089",2013-02-15,14,1,75,"SE",8.05,0,0,-14,3,1027,"moderate",15751,4
"1090",2013-02-15,15,1,66,"SE",13.86,0,0,-12,3,1026,"moderate",15751,4
"1091",2013-02-15,16,1,54,"SE",19.67,0,0,-13,2,1025,"moderate",15751,4
"1092",2013-02-15,17,1,59,"SE",23.69,0,0,-12,1,1025,"moderate",15751,4
"1093",2013-02-15,18,1,69,"SE",27.71,0,0,-10,-1,1025,"moderate",15751,4
"1094",2013-02-15,19,1,63,"SE",29.5,0,0,-10,-1,1025,"moderate",15751,4
"1095",2013-02-15,20,1,57,"SE",31.29,0,0,-10,-2,1025,"moderate",15751,4
"1096",2013-02-15,21,1,66,"SE",35.31,0,0,-10,-1,1026,"moderate",15751,4
"1097",2013-02-15,22,1,75,"SE",38.44,0,0,-10,-3,1026,"moderate",15751,4
"1098",2013-02-15,23,1,77,"SE",41.57,0,0,-11,-3,1025,"moderate",15751,4
"1099",2013-02-16,0,1,66,"SE",43.36,0,0,-11,-4,1025,"moderate",15752,4
"1100",2013-02-16,1,1,87,"SE",45.15,0,0,-11,-4,1025,"moderate",15752,4
"1101",2013-02-16,2,1,96,"cv",0.89,0,0,-11,-5,1025,"moderate",15752,2
"1102",2013-02-16,3,1,75,"NE",0.89,0,0,-12,-8,1025,"moderate",15752,3
"1103",2013-02-16,4,1,80,"SE",0.89,0,0,-10,-6,1024,"moderate",15752,4
"1104",2013-02-16,5,1,78,"SE",1.78,0,0,-11,-6,1024,"moderate",15752,4
"1105",2013-02-16,6,1,81,"cv",0.89,0,0,-12,-6,1024,"moderate",15752,2
"1106",2013-02-16,7,1,86,"SE",1.79,0,0,-11,-5,1024,"moderate",15752,4
"1107",2013-02-16,8,1,112,"cv",0.89,0,0,-11,-5,1024,"unhealthy",15752,2
"1108",2013-02-16,9,1,97,"cv",1.78,0,0,-10,-3,1024,"moderate",15752,2
