"","year","month","day","pm2.5","DEWP","TEMP","PRES","Iws","Is","Ir"
"year2_month3_day23",2011,3,447,21.625,-16.4583333333333,6.625,1024.33333333333,81.6391666666667,0,0
"year2_month3_day24",2011,3,448,10.625,-19.1666666666667,7.41666666666667,1026.375,131.0175,0,0
"year2_month3_day25",2011,3,449,21.0416666666667,-14.5416666666667,8.45833333333333,1027.5,47.8870833333333,0,0
"year2_month3_day26",2011,3,450,61.6666666666667,-11.25,8.33333333333333,1025.54166666667,5.71875,0,0
"year2_month3_day27",2011,3,451,22.7083333333333,-13.8333333333333,11.625,1024.04166666667,45.0058333333333,0,0
"year2_month3_day28",2011,3,452,45.6666666666667,-8.375,9.08333333333333,1027.08333333333,9.54083333333333,0,0
"year2_month3_day29",2011,3,453,79.8333333333333,-5.95833333333333,11.1666666666667,1024.70833333333,9.10583333333333,0,0
"year2_month3_day30",2011,3,454,101.625,-5.83333333333333,12.625,1019.79166666667,7.5225,0,0
"year2_month3_day31",2011,3,455,201.916666666667,1.29166666666667,13.625,1015.25,3.46375,0,0
"year2_month4_day1",2011,4,456,46.7291666666667,-5.5,10.0833333333333,1025.875,39.955,0,0.875
"year2_month4_day2",2011,4,457,60.3541666666667,-3.58333333333333,8.45833333333333,1029,13.7258333333333,0,0.291666666666667
"year2_month4_day3",2011,4,458,126.416666666667,-8.16666666666667,11.125,1024.95833333333,12.53375,0,0
"year2_month4_day4",2011,4,459,126,-7.95833333333333,13.0416666666667,1022.95833333333,16.625,0,0
"year2_month4_day5",2011,4,460,207.666666666667,-4.79166666666667,12.9583333333333,1022.04166666667,44.4208333333333,0,0
"year2_month4_day6",2011,4,461,145.905660377358,1.95833333333333,13.4166666666667,1016,41.90875,0,0.125
"year2_month4_day7",2011,4,462,96.5,-6.58333333333333,13.75,1017.875,57.6475,0,0
"year2_month4_day8",2011,4,463,45.4693396226415,-9.66666666666667,13.25,1018.83333333333,32.105,0,0
"year2_month4_day9",2011,4,464,92.625,-4.54166666666667,16.8333333333333,1011.95833333333,13.5383333333333,0,0
"year2_month4_day10",2011,4,465,22.25,-15.25,14.0416666666667,1021.58333333333,25.4783333333333,0,0
"year2_month4_day11",2011,4,466,19.9166666666667,-14.6666666666667,15.0833333333333,1020.5,23.1491666666667,0,0
"year2_month4_day12",2011,4,467,101.791666666667,-4.08333333333333,16.25,1013.29166666667,14.8425,0,0
"year2_month4_day13",2011,4,468,168.166666666667,5.04166666666667,17.5,1010.75,5.99416666666667,0,0
"year2_month4_day14",2011,4,469,93.2916666666667,1.125,21.9166666666667,1004.16666666667,11.5295833333333,0,0
"year2_month4_day15",2011,4,470,35.7708333333333,-4.66666666666667,19.5833333333333,1010.58333333333,14.0645833333333,0,0
"year2_month4_day16",2011,4,471,68.5416666666667,-1.79166666666667,16.0833333333333,1013.83333333333,25.1258333333333,0,0
"year2_month4_day17",2011,4,472,60.2083333333333,-6.125,16.4583333333333,1011.5,89.35125,0,0
"year2_month4_day18",2011,4,473,16.6041666666667,-10,14.2916666666667,1016.79166666667,37.935,0,0
"year2_month4_day19",2011,4,474,76.5,-1.33333333333333,14.7916666666667,1016.66666666667,21.3329166666667,0,0
"year2_month4_day20",2011,4,475,142.333333333333,4.75,16.3333333333333,1008.70833333333,14.87,0,0
"year2_month4_day21",2011,4,476,94.8958333333333,6.625,13.0833333333333,1014.375,16.8929166666667,0,0.625
"year2_month4_day22",2011,4,477,48,4.70833333333333,12.375,1015.95833333333,5.99625,0,0
"year2_month4_day23",2011,4,478,25.9166666666667,2.25,13.5833333333333,1013.25,14.1204166666667,0,0
"year2_month4_day24",2011,4,479,17.9375,-2.58333333333333,15.6666666666667,1010.16666666667,73.3145833333333,0,0
"year2_month4_day25",2011,4,480,110.458333333333,4.16666666666667,13.375,1003.33333333333,15.2758333333333,0,0
"year2_month4_day26",2011,4,481,76.2916666666667,4.58333333333333,13.0833333333333,1004.5,15.3845833333333,0,0.0416666666666667
"year2_month4_day27",2011,4,482,44.4583333333333,1.25,13.7083333333333,1010.20833333333,12.8316666666667,0,0
"year2_month4_day28",2011,4,483,101.666666666667,4.66666666666667,16.3333333333333,1006.08333333333,15.8345833333333,0,0
"year2_month4_day29",2011,4,484,166.3125,10.625,15.8333333333333,998.75,11.9979166666667,0,0.125
"year2_month4_day30",2011,4,485,163.875,4.79166666666667,15.875,1001.45833333333,44.1429166666667,0,0
"year2_month5_day1",2011,5,486,68,-1.875,21.6666666666667,1009.91666666667,158.367916666667,0,0
"year2_month5_day2",2011,5,487,24.2083333333333,-5.70833333333333,19.6666666666667,1011.41666666667,54.05625,0,0
"year2_month5_day3",2011,5,488,20.3333333333333,-3.29166666666667,19.625,1014.75,15.32875,0,0
"year2_month5_day4",2011,5,489,66.25,7.29166666666667,14.875,1010.25,46.08125,0,0.0416666666666667
"year2_month5_day5",2011,5,490,109.333333333333,5,16.125,1002.08333333333,8.39833333333333,0,0.0833333333333333
"year2_month5_day6",2011,5,491,52.7916666666667,0.0416666666666667,18.25,1002.58333333333,23.67125,0,0
"year2_month5_day7",2011,5,492,32.1041666666667,4.125,19.8333333333333,1007.33333333333,9.72291666666667,0,0
"year2_month5_day8",2011,5,493,60.5,8.125,15.5833333333333,1010.29166666667,14.0941666666667,0,1.875
"year2_month5_day9",2011,5,494,51.6666666666667,7.95833333333333,18.9166666666667,1005.95833333333,12.2920833333333,0,0.125
"year2_month5_day10",2011,5,495,33.625,6.08333333333333,20.5833333333333,1007.79166666667,18.9420833333333,0,0
"year2_month5_day11",2011,5,496,104.541666666667,3.625,20.9166666666667,1006.20833333333,37.8083333333333,0,0
"year2_month5_day12",2011,5,497,42.5416666666667,-5.91666666666667,19.0833333333333,1009.33333333333,196.565833333333,0,0
"year2_month5_day13",2011,5,498,31.75,-3.79166666666667,22,1009.75,127.735,0,0
"year2_month5_day14",2011,5,499,30.4166666666667,-2.375,24.8333333333333,1007.66666666667,42.54375,0,0
"year2_month5_day15",2011,5,500,39.4166666666667,0.541666666666667,20.625,1010.41666666667,12.9083333333333,0,0
"year2_month5_day16",2011,5,501,52.8333333333333,2.375,19.875,1012.41666666667,17.635,0,0
"year2_month5_day17",2011,5,502,146.041666666667,11.9583333333333,20.7083333333333,999.5,16.2795833333333,0,0
"year2_month5_day18",2011,5,503,184.166666666667,13.4166666666667,22.5833333333333,998.916666666667,10.74375,0,0
"year2_month5_day19",2011,5,504,12.7083333333333,3.875,20.5833333333333,1010.29166666667,46.6470833333333,0,0.125
"year2_month5_day20",2011,5,505,33.0833333333333,-1.70833333333333,17.4166666666667,1013.875,30.38375,0,0
"year2_month5_day21",2011,5,506,41.9583333333333,-1.95833333333333,18.9583333333333,1013.33333333333,26.7883333333333,0,0
"year2_month5_day22",2011,5,507,65.0416666666667,2.41666666666667,21.3333333333333,1010.75,27.4154166666667,0,0
"year2_month5_day23",2011,5,508,103.666666666667,8.16666666666667,21.4166666666667,1012.25,26.3729166666667,0,0
"year2_month5_day24",2011,5,509,69.2083333333333,9.75,22.4166666666667,1013.70833333333,106.944583333333,0,0
"year2_month5_day25",2011,5,510,60.875,9.875,23.2083333333333,1013.04166666667,181.724166666667,0,0
"year2_month5_day26",2011,5,511,105.648611111111,11.2916666666667,20.5416666666667,1012.29166666667,26.2279166666667,0,0.291666666666667
"year2_month5_day27",2011,5,512,102.372222222222,14.0416666666667,21.25,1011.20833333333,12.21,0,0
"year2_month5_day28",2011,5,513,143.333333333333,15.7916666666667,25.5416666666667,1008.58333333333,32.3566666666667,0,0
"year2_month5_day29",2011,5,514,107.791666666667,17.5,24.875,1007.33333333333,13.5441666666667,0,0
"year2_month5_day30",2011,5,515,57.0416666666667,11.9166666666667,24.9166666666667,1002.625,5.41916666666667,0,0
"year2_month5_day31",2011,5,516,13.4583333333333,8.41666666666667,23.9166666666667,1002.29166666667,77.22625,0,0.0416666666666667
"year2_month6_day1",2011,6,517,17.5,7.375,25.875,1006.625,98.0904166666667,0,0
"year2_month6_day2",2011,6,518,77.9583333333333,10.25,27.0416666666667,1003.70833333333,12.9433333333333,0,0
"year2_month6_day3",2011,6,519,30.125,4.41666666666667,26.5,1004.04166666667,13.8766666666667,0,0
"year2_month6_day4",2011,6,520,40.375,7.95833333333333,25,1006.41666666667,8.88125,0,0
"year2_month6_day5",2011,6,521,84.8333333333333,11.5833333333333,26.1666666666667,1006.375,15.7154166666667,0,0
"year2_month6_day6",2011,6,522,95.2083333333333,15.9583333333333,25.3333333333333,1000.29166666667,3.1475,0,0.125
"year2_month6_day7",2011,6,523,140.291666666667,17.1666666666667,25.625,996.375,6.16458333333333,0,0.125
"year2_month6_day8",2011,6,524,27.1666666666667,16.2916666666667,25.7916666666667,998.583333333333,16.3520833333333,0,0.833333333333333
"year2_month6_day9",2011,6,525,129.375,17.25,26.25,1002.5,14.1908333333333,0,0
"year2_month6_day10",2011,6,526,115.833333333333,16.4166666666667,26.875,999.791666666667,14.3595833333333,0,0.125
"year2_month6_day11",2011,6,527,67.4583333333333,16.7916666666667,22.7083333333333,1003.54166666667,5.11958333333333,0,0.0416666666666667
"year2_month6_day12",2011,6,528,22,12.125,26.1666666666667,1006,8.23333333333333,0,0
"year2_month6_day13",2011,6,529,86.7916666666667,16.5416666666667,26.5416666666667,1005.66666666667,7.87916666666667,0,0
"year2_month6_day14",2011,6,530,153.791666666667,16.7916666666667,27.2916666666667,1002.70833333333,13.8745833333333,0,0.458333333333333
"year2_month6_day15",2011,6,531,147.208333333333,19.0416666666667,24.5833333333333,1002.5,11.0058333333333,0,0.208333333333333
"year2_month6_day16",2011,6,532,115.708333333333,17.25,21.375,1006.04166666667,5.60625,0,0.208333333333333
"year2_month6_day17",2011,6,533,100.541666666667,17.9166666666667,24.7916666666667,1007.79166666667,6.23666666666667,0,0
"year2_month6_day18",2011,6,534,182.583333333333,19.125,26.375,1006.625,9.58833333333333,0,0
"year2_month6_day19",2011,6,535,196.375,19.5416666666667,25.6666666666667,1006.70833333333,15.2320833333333,0,0
"year2_month6_day20",2011,6,536,180.125,18.0416666666667,27.2083333333333,1004.16666666667,14.3204166666667,0,0
"year2_month6_day21",2011,6,537,146.375,17,29.8333333333333,1002.04166666667,37.8295833333333,0,0
"year2_month6_day22",2011,6,538,250.791666666667,20.375,26.3333333333333,998.5,21.57125,0,0.0416666666666667
"year2_month6_day23",2011,6,539,139.541666666667,21.125,22.75,998.75,13.5225,0,1.33333333333333
"year2_month6_day24",2011,6,540,26.9583333333333,15.875,22.75,1008.29166666667,10.4670833333333,0,1.16666666666667
"year2_month6_day25",2011,6,541,33.2916666666667,14.9166666666667,25,1011.125,3.745,0,0
"year2_month6_day26",2011,6,542,52.1666666666667,14.9583333333333,25.5416666666667,1003.70833333333,9.33041666666667,0,0
"year2_month6_day27",2011,6,543,58.4583333333333,15.5833333333333,26.1666666666667,998.875,10.355,0,0
"year2_month6_day28",2011,6,544,140.125,18.75,26.75,1002.08333333333,13.8758333333333,0,0
"year2_month6_day29",2011,6,545,231.958333333333,21.25,25.9166666666667,1003.66666666667,14.1758333333333,0,0
"year2_month6_day30",2011,6,546,143.166666666667,22.0416666666667,25.25,1002.625,3.68791666666667,0,0.166666666666667
"year2_month7_day1",2011,7,547,141.166666666667,23.0416666666667,25,1002.41666666667,3.35291666666667,0,0.458333333333333
"year2_month7_day2",2011,7,548,158.833333333333,23.4166666666667,25.6666666666667,1000.41666666667,2.1575,0,0.666666666666667
"year2_month7_day3",2011,7,549,110.5,18.875,28.7083333333333,1001.625,6.92791666666667,0,0
"year2_month7_day4",2011,7,550,64.5833333333333,18.0416666666667,29.0416666666667,1003.33333333333,7.57958333333333,0,0
"year2_month7_day5",2011,7,551,121.875,19.375,27.125,999.541666666667,29.6483333333333,0,0
"year2_month7_day6",2011,7,552,171.375,21.2916666666667,27.75,996.75,9.27583333333333,0,0
"year2_month7_day7",2011,7,553,28.7916666666667,14.3333333333333,25.375,996.625,9.77708333333333,0,0.25
"year2_month7_day8",2011,7,554,23.2083333333333,14.9583333333333,25.875,998.833333333333,17.6883333333333,0,0.0416666666666667
"year2_month7_day9",2011,7,555,22,15.0416666666667,27.3333333333333,1004.45833333333,8.30708333333333,0,0
"year2_month7_day10",2011,7,556,82.6666666666667,19.25,27.25,1006.54166666667,6.68833333333333,0,0
"year2_month7_day11",2011,7,557,193.208333333333,21.7916666666667,27.1666666666667,1007.58333333333,13.705,0,0
"year2_month7_day12",2011,7,558,110.958333333333,21.4583333333333,26.75,1008,13.1879166666667,0,0
"year2_month7_day13",2011,7,559,95.375,21.9583333333333,27.25,1005.29166666667,18.1470833333333,0,0.125
"year2_month7_day14",2011,7,560,104.666666666667,21.9166666666667,26.75,1005.375,6.2225,0,0.0833333333333333
"year2_month7_day15",2011,7,561,74.25,20.875,25.125,1006,12.8541666666667,0,0.625
"year2_month7_day16",2011,7,562,75.75,19.9166666666667,26.5416666666667,1004.45833333333,17.8625,0,0.125
"year2_month7_day17",2011,7,563,102.125,21.0833333333333,23.9583333333333,1004.5,4.62041666666667,0,0.291666666666667
"year2_month7_day18",2011,7,564,103.958333333333,20.625,24.9166666666667,1004.58333333333,5.15958333333333,0,0
"year2_month7_day19",2011,7,565,102.583333333333,21.6666666666667,25.9583333333333,1002.25,5.30875,0,0.0416666666666667
"year2_month7_day20",2011,7,566,42.3333333333333,21.9166666666667,23.4166666666667,1002.54166666667,7.03916666666667,0,1.75
"year2_month7_day21",2011,7,567,90.4166666666667,22.8333333333333,25.1666666666667,1002.70833333333,10.2016666666667,0,0.25
"year2_month7_day22",2011,7,568,167.75,23.8333333333333,25.75,1002.875,30.94,0,0.0833333333333333
"year2_month7_day23",2011,7,569,288.25,26.2083333333333,28.5416666666667,1002.375,2.83,0,0
"year2_month7_day24",2011,7,570,240.958333333333,25.625,27.5416666666667,1001.58333333333,9.46458333333333,0,1.91666666666667
"year2_month7_day25",2011,7,571,48.9583333333333,23.9583333333333,25.5416666666667,998.958333333333,2.43666666666667,0,0.916666666666667
"year2_month7_day26",2011,7,572,50.1666666666667,22.7916666666667,27.9583333333333,999.708333333333,8.00916666666667,0,0.0416666666666667
"year2_month7_day27",2011,7,573,63.9583333333333,23.375,26.25,1002.125,13.5204166666667,0,0.25
"year2_month7_day28",2011,7,574,202.916666666667,25.3333333333333,27.875,1004.875,22.88875,0,0
"year2_month7_day29",2011,7,575,140.916666666667,23.625,24.9166666666667,1005.95833333333,8.21416666666667,0,5
"year2_month7_day30",2011,7,576,40.875,21.9166666666667,25.875,1001.70833333333,8.71625,0,6.5
"year2_month7_day31",2011,7,577,68.7408854166667,22.625,28.1666666666667,1002.91666666667,6.77833333333333,0,0
"year2_month8_day1",2011,8,578,93.1015625,25.1666666666667,28,1004.25,7.97458333333333,0,0
"year2_month8_day2",2011,8,579,76.2265625,20,27.5833333333333,1007.08333333333,22.7408333333333,0,0
"year2_month8_day3",2011,8,580,62.3268229166667,20.4166666666667,25.5416666666667,1005.16666666667,25.7779166666667,0,0
"year2_month8_day4",2011,8,581,104.583333333333,21.7916666666667,26.5,1004.54166666667,17.5829166666667,0,0
"year2_month8_day5",2011,8,582,150.5,23,26.6666666666667,1006.16666666667,15.6691666666667,0,0
"year2_month8_day6",2011,8,583,108.875,22.0416666666667,25.4166666666667,1006.375,28.7545833333333,0,0
"year2_month8_day7",2011,8,584,108.833333333333,23.2083333333333,26.4166666666667,1006.16666666667,14.0070833333333,0,0
"year2_month8_day8",2011,8,585,103.833333333333,23.0833333333333,28.5,1000.95833333333,9.93208333333333,0,0
"year2_month8_day9",2011,8,586,168.133152173913,24.125,27.4583333333333,1003.45833333333,8.19791666666667,0,1.375
"year2_month8_day10",2011,8,587,51.6376811594203,21.25,27.7083333333333,1007,8.16125,0,0
"year2_month8_day11",2011,8,588,98.875,23.6666666666667,28.4583333333333,1005.41666666667,8.66458333333333,0,0
"year2_month8_day12",2011,8,589,133.75,24.0833333333333,28.375,1002.875,11.1966666666667,0,0
"year2_month8_day13",2011,8,590,120.625,24.375,27.625,1000.41666666667,30.0608333333333,0,0
"year2_month8_day14",2011,8,591,104.208333333333,24.75,26,1001.875,8.385,0,0.541666666666667
"year2_month8_day15",2011,8,592,119.083333333333,23.75,24.7916666666667,1002,6.80166666666667,0,1.625
"year2_month8_day16",2011,8,593,15.4166666666667,20.1666666666667,27.1666666666667,1003.625,11.9375,0,0.25
"year2_month8_day17",2011,8,594,51.2083333333333,21.1666666666667,24.375,1007.33333333333,11.39875,0,0.416666666666667
"year2_month8_day18",2011,8,595,20.125,18.375,25.4166666666667,1010.25,11.23375,0,0
"year2_month8_day19",2011,8,596,58.3333333333333,19.9583333333333,24.875,1012.04166666667,18.3983333333333,0,0
"year2_month8_day20",2011,8,597,77.75,20.1666666666667,25,1011.91666666667,14.7520833333333,0,0
"year2_month8_day21",2011,8,598,85.0833333333333,20.5,25.3333333333333,1010.5,5.99583333333333,0,0
"year2_month8_day22",2011,8,599,106.5,19.3333333333333,25.125,1010.91666666667,5.09916666666667,0,0
"year2_month8_day23",2011,8,600,111.791666666667,19.5833333333333,24.625,1011.95833333333,3.63208333333333,0,0
"year2_month8_day24",2011,8,601,108.645833333333,20,23.8333333333333,1011.83333333333,5.645,0,0.166666666666667
"year2_month8_day25",2011,8,602,99.2916666666667,20.25,22.25,1014.08333333333,4.695,0,0.125
"year2_month8_day26",2011,8,603,91,20.75,22.9166666666667,1015.375,13.55625,0,0.958333333333333
"year2_month8_day27",2011,8,604,90.125,19.375,22.75,1013.20833333333,7.87958333333333,0,0
"year2_month8_day28",2011,8,605,86.25,18.9166666666667,23.25,1009.83333333333,4.56291666666667,0,0
"year2_month8_day29",2011,8,606,120.0625,20.25,24.25,1009.04166666667,5.81083333333333,0,0
"year2_month8_day30",2011,8,607,164.916666666667,22.375,25.9583333333333,1008.33333333333,5.04541666666667,0,0
"year2_month8_day31",2011,8,608,235.166666666667,23.625,26.3333333333333,1005.125,2.10083333333333,0,0
"year2_month9_day1",2011,8,609,93.1015625,25.1666666666667,28,1004.25,7.97458333333333,0,0
"year2_month9_day2",2011,8,610,76.2265625,20,27.5833333333333,1007.08333333333,22.7408333333333,0,0
"year2_month9_day3",2011,8,611,62.3268229166667,20.4166666666667,25.5416666666667,1005.16666666667,25.7779166666667,0,0
"year2_month9_day4",2011,8,612,104.583333333333,21.7916666666667,26.5,1004.54166666667,17.5829166666667,0,0
"year2_month9_day5",2011,8,613,150.5,23,26.6666666666667,1006.16666666667,15.6691666666667,0,0
"year2_month9_day6",2011,8,614,108.875,22.0416666666667,25.4166666666667,1006.375,28.7545833333333,0,0
"year2_month9_day7",2011,8,615,108.833333333333,23.2083333333333,26.4166666666667,1006.16666666667,14.0070833333333,0,0
"year2_month9_day8",2011,8,616,103.833333333333,23.0833333333333,28.5,1000.95833333333,9.93208333333333,0,0
"year2_month9_day9",2011,8,617,168.133152173913,24.125,27.4583333333333,1003.45833333333,8.19791666666667,0,1.375
"year2_month9_day10",2011,8,618,51.6376811594203,21.25,27.7083333333333,1007,8.16125,0,0
"year2_month9_day11",2011,8,619,98.875,23.6666666666667,28.4583333333333,1005.41666666667,8.66458333333333,0,0
"year2_month9_day12",2011,8,620,133.75,24.0833333333333,28.375,1002.875,11.1966666666667,0,0
"year2_month9_day13",2011,8,621,120.625,24.375,27.625,1000.41666666667,30.0608333333333,0,0
"year2_month9_day14",2011,8,622,104.208333333333,24.75,26,1001.875,8.385,0,0.541666666666667
"year2_month9_day15",2011,8,623,119.083333333333,23.75,24.7916666666667,1002,6.80166666666667,0,1.625
"year2_month9_day16",2011,8,624,15.4166666666667,20.1666666666667,27.1666666666667,1003.625,11.9375,0,0.25
"year2_month9_day17",2011,8,625,51.2083333333333,21.1666666666667,24.375,1007.33333333333,11.39875,0,0.416666666666667
"year2_month9_day18",2011,8,626,20.125,18.375,25.4166666666667,1010.25,11.23375,0,0
"year2_month9_day19",2011,8,627,58.3333333333333,19.9583333333333,24.875,1012.04166666667,18.3983333333333,0,0
"year2_month9_day20",2011,8,628,77.75,20.1666666666667,25,1011.91666666667,14.7520833333333,0,0
"year2_month9_day21",2011,8,629,85.0833333333333,20.5,25.3333333333333,1010.5,5.99583333333333,0,0
"year2_month9_day22",2011,8,630,106.5,19.3333333333333,25.125,1010.91666666667,5.09916666666667,0,0
"year2_month9_day23",2011,8,631,111.791666666667,19.5833333333333,24.625,1011.95833333333,3.63208333333333,0,0
"year2_month9_day24",2011,8,632,108.645833333333,20,23.8333333333333,1011.83333333333,5.645,0,0.166666666666667
"year2_month9_day25",2011,8,633,99.2916666666667,20.25,22.25,1014.08333333333,4.695,0,0.125
"year2_month9_day26",2011,8,634,91,20.75,22.9166666666667,1015.375,13.55625,0,0.958333333333333
"year2_month9_day27",2011,8,635,90.125,19.375,22.75,1013.20833333333,7.87958333333333,0,0
"year2_month9_day28",2011,8,636,86.25,18.9166666666667,23.25,1009.83333333333,4.56291666666667,0,0
"year2_month9_day29",2011,8,637,120.0625,20.25,24.25,1009.04166666667,5.81083333333333,0,0
"year2_month9_day30",2011,8,638,164.916666666667,22.375,25.9583333333333,1008.33333333333,5.04541666666667,0,0
"year2_month10_day1",2011,10,639,41.5,1.08333333333333,14.7083333333333,1025.125,8.77708333333333,0,0
"year2_month10_day2",2011,10,640,23.6666666666667,-0.583333333333333,12.9166666666667,1030.54166666667,4.80791666666667,0,0
"year2_month10_day3",2011,10,641,31.9033333333333,1.375,13,1026.83333333333,14.76875,0,0
"year2_month10_day4",2011,10,642,48.78,7.54166666666667,13.0833333333333,1019.70833333333,2.6625,0,0
"year2_month10_day5",2011,10,643,84.3,9.95833333333333,16.625,1013.54166666667,5.94,0,0
"year2_month10_day6",2011,10,644,119.82,1.375,15.375,1018.45833333333,6.05375,0,0
"year2_month10_day7",2011,10,645,148.363333333333,8.375,13.7916666666667,1019.16666666667,7.63166666666667,0,0
"year2_month10_day8",2011,10,646,189.5,11.9166666666667,15.625,1017.875,5.28833333333333,0,0
"year2_month10_day9",2011,10,647,359.458333333333,14.375,18.7916666666667,1018.41666666667,7.41375,0,0
"year2_month10_day10",2011,10,648,80.1666666666667,7.5,17.375,1025,4.73041666666667,0,0
"year2_month10_day11",2011,10,649,111.375,11.4583333333333,17.5416666666667,1023.45833333333,6.08958333333333,0,0
"year2_month10_day12",2011,10,650,229.583333333333,13.2083333333333,17.1666666666667,1017.20833333333,2.60375,0,0
"year2_month10_day13",2011,10,651,100.041666666667,11.5,17.2083333333333,1011.45833333333,7.71416666666667,0,0.625
"year2_month10_day14",2011,10,652,13.2083333333333,1.58333333333333,15.7083333333333,1011.04166666667,21.43875,0,0
"year2_month10_day15",2011,10,653,14.3333333333333,2.91666666666667,15.4166666666667,1009.20833333333,86.6283333333333,0,0
"year2_month10_day16",2011,10,654,15.9166666666667,1.125,16.9166666666667,1013.08333333333,21.785,0,0
"year2_month10_day17",2011,10,655,30.375,1.33333333333333,12.0833333333333,1022.54166666667,3.66791666666667,0,0
"year2_month10_day18",2011,10,656,91.0833333333333,7.16666666666667,12.125,1024.16666666667,2.95791666666667,0,0
"year2_month10_day19",2011,10,657,171.75,9.79166666666667,12.4583333333333,1021.79166666667,6.94666666666667,0,0
"year2_month10_day20",2011,10,658,287.208333333333,11.6666666666667,13.25,1020.5,2.86625,0,0.0416666666666667
"year2_month10_day21",2011,10,659,252.5,10.75,13.25,1019.70833333333,2.26541666666667,0,0
"year2_month10_day22",2011,10,660,314.208333333333,11.375,13.5416666666667,1017.33333333333,3.27875,0,0
"year2_month10_day23",2011,10,661,192.041666666667,6.79166666666667,10.4583333333333,1021.25,10.9704166666667,0,1.875
"year2_month10_day24",2011,10,662,18.1875,-2.79166666666667,7.5,1028.375,5.7575,0,0
"year2_month10_day25",2011,10,663,40.75,-2.95833333333333,7.45833333333333,1029.625,7.57916666666667,0,0
"year2_month10_day26",2011,10,664,164.108333333333,3.54166666666667,7.45833333333333,1024.54166666667,1.54458333333333,0,0.0416666666666667
"year2_month10_day27",2011,10,665,215.454166666667,5,8.95833333333333,1023.04166666667,4.07625,0,0
"year2_month10_day28",2011,10,666,174.583333333333,3.95833333333333,9.5,1024.25,2.88333333333333,0,0
"year2_month10_day29",2011,10,667,231.416666666667,6.29166666666667,8.70833333333333,1021.58333333333,8.13958333333333,0,0
"year2_month10_day30",2011,10,668,285.791666666667,7.375,8.83333333333333,1021.29166666667,7.565,0,0
"year2_month10_day31",2011,10,669,246.25,10.9166666666667,12.6666666666667,1022.75,3.4975,0,0
"year2_month11_day1",2011,11,670,214.583333333333,11,12.9166666666667,1023.25,7.52125,0,0.0416666666666667
"year2_month11_day2",2011,11,671,41.375,2.95833333333333,10.5833333333333,1027.91666666667,22.605,0,0
"year2_month11_day3",2011,11,672,67.1666666666667,6.33333333333333,12.25,1026.41666666667,1.67208333333333,0,0.125
"year2_month11_day4",2011,11,673,99.25,7.66666666666667,13.25,1022.95833333333,3.59375,0,0.166666666666667
"year2_month11_day5",2011,11,674,29.875,4.5,11.4166666666667,1026.875,17.0229166666667,0,1.375
"year2_month11_day6",2011,11,675,65.1666666666667,3.125,9.58333333333333,1027.66666666667,2.64333333333333,0,0
"year2_month11_day7",2011,11,676,57.4583333333333,1.375,9,1027.66666666667,7.84333333333333,0,0
"year2_month11_day8",2011,11,677,55.375,2.5,11.1666666666667,1026.79166666667,8.9225,0,0
"year2_month11_day9",2011,11,678,37.2083333333333,-1.66666666666667,8.04166666666667,1025.375,7.72708333333333,0,0
"year2_month11_day10",2011,11,679,65.9166666666667,-2.79166666666667,7.20833333333333,1019.29166666667,8.90375,0,0
"year2_month11_day11",2011,11,680,150.041666666667,0.708333333333333,6.29166666666667,1014.875,2.24875,0,0
"year2_month11_day12",2011,11,681,57.3333333333333,-5.95833333333333,11.0833333333333,1017.95833333333,23.7445833333333,0,0
"year2_month11_day13",2011,11,682,26.7916666666667,-11.7083333333333,5.375,1025.16666666667,21.0079166666667,0,0
"year2_month11_day14",2011,11,683,143.041666666667,-6.625,3.75,1025.45833333333,1.86,0,0
"year2_month11_day15",2011,11,684,208.25,-0.0833333333333333,4.04166666666667,1026.83333333333,2.53,0,0
"year2_month11_day16",2011,11,685,218.458333333333,4,7.16666666666667,1026.75,3.27666666666667,0,0
"year2_month11_day17",2011,11,686,121.291666666667,5.91666666666667,6.91666666666667,1020.75,7.43291666666667,0,3.25
"year2_month11_day18",2011,11,687,86.1666666666667,4.66666666666667,9.58333333333333,1015.41666666667,13.5083333333333,0,0.25
"year2_month11_day19",2011,11,688,23.5,-8.16666666666667,4.33333333333333,1023.5,76.1191666666667,0,0.166666666666667
"year2_month11_day20",2011,11,689,53.0833333333333,-9.33333333333333,0.625,1029.91666666667,24.665,0,0
"year2_month11_day21",2011,11,690,137.583333333333,-4,1.58333333333333,1028.95833333333,3.91166666666667,0,0
"year2_month11_day22",2011,11,691,167.208333333333,-5.91666666666667,4.125,1022.66666666667,32.76,0,0
"year2_month11_day23",2011,11,692,19.4583333333333,-14.75,0.833333333333333,1032.04166666667,162.969166666667,0,0
"year2_month11_day24",2011,11,693,177.708333333333,-7.75,-2.45833333333333,1027.79166666667,1.59916666666667,0,0
"year2_month11_day25",2011,11,694,213.333333333333,-5.75,-0.958333333333333,1028.20833333333,6.79416666666667,0,0
"year2_month11_day26",2011,11,695,247.083333333333,-4.04166666666667,1.5,1021.33333333333,12.1833333333333,0,0
"year2_month11_day27",2011,11,696,225.791666666667,-3.16666666666667,2.70833333333333,1020.79166666667,6.31541666666667,0,0
"year2_month11_day28",2011,11,697,138.625,-2.33333333333333,4.875,1025.83333333333,13.0945833333333,0,0
"year2_month11_day29",2011,11,698,63.625,-8.33333333333333,1.91666666666667,1033.29166666667,4.65708333333333,0,0
